Loss
18161.404296875
18135.962890625
18110.560546875
18085.19921875
18059.87890625
18034.6015625
18009.3671875
17984.17578125
17959.02734375
17933.92578125
17908.86328125
17883.84765625
17858.876953125
17833.951171875
17809.072265625
17784.234375
17759.443359375
17734.69921875
17709.99609375
17685.33984375
17660.728515625
17636.162109375
17611.6328125
17586.869140625
17561.873046875
17536.884765625
17512.16796875
17488.908203125
17465.646484375
17442.375
17419.109375
17395.849609375
17372.60546875
17349.376953125
17326.169921875
17302.986328125
17279.826171875
17256.69140625
17233.583984375
17210.501953125
17187.65234375
17165.095703125
17142.6015625
17120.14453125
17097.71484375
17075.30859375
17052.92578125
17030.5625
17008.21484375
16985.890625
16963.58203125
16941.287109375
16919.0078125
16896.744140625
16874.490234375
16852.25
16830.017578125
16807.794921875
16785.578125
16763.369140625
16741.1640625
16718.962890625
16696.76171875
16674.564453125
16652.365234375
16630.162109375
16607.95703125
16585.74609375
16563.529296875
16541.306640625
16519.087890625
16497.017578125
16475.185546875
16453.3203125
16431.373046875
16409.3515625
16387.26171875
16365.1064453125
16342.8935546875
16320.6240234375
16298.30078125
16275.927734375
16253.57421875
16231.310546875
16209.08203125
16186.8134765625
16164.4853515625
16142.095703125
16119.6455078125
16097.33984375
16075.2783203125
16053.2265625
16031.138671875
16009.0126953125
15986.8701171875
15964.712890625
15942.5185546875
15920.2666015625
15897.943359375
15875.5546875
15853.1064453125
15830.61328125
15808.08203125
15785.51171875
15762.8984375
15740.2265625
15717.4931640625
15694.6982421875
15671.8466796875
15648.9384765625
15625.9833984375
15602.9755859375
15579.916015625
15556.7998046875
15533.6240234375
15510.38671875
15487.0908203125
15463.7373046875
15440.3291015625
15416.8642578125
15393.3388671875
15369.7529296875
15346.1064453125
15322.3974609375
15298.626953125
15274.7958984375
15250.9091796875
15226.96484375
15202.9814453125
15179.0
15155.5908203125
15132.2998046875
15108.919921875
15085.453125
15061.90625
15038.2841796875
15014.591796875
14990.8369140625
14967.0634765625
14943.4560546875
14919.861328125
14896.181640625
14872.4228515625
14848.5888671875
14824.6826171875
14800.7060546875
14776.662109375
14752.5546875
14728.380859375
14704.146484375
14679.8515625
14655.4970703125
14631.08203125
14606.607421875
14582.076171875
14557.4853515625
14532.8388671875
14508.1328125
14483.3701171875
14458.5517578125
14433.6748046875
14408.740234375
14383.7705078125
14360.7734375
14338.2373046875
14315.6669921875
14293.0439453125
14270.365234375
14247.642578125
