PDE_Weight,BC_Weight,Data_Weight
1.0010005235671997,4.995002269744873,4.995002269744873
1.0020020008087158,4.990009784698486,4.990009784698486
1.003004550933838,4.985023021697998,4.985023021697998
1.0040080547332764,4.98004150390625,4.98004150390625
1.0050126314163208,4.975064754486084,4.975064754486084
1.006018042564392,4.970093727111816,4.970093727111816
1.0070246458053589,4.965128421783447,4.965128421783447
1.0080320835113525,4.960168361663818,4.960168361663818
1.0090405941009521,4.955214023590088,4.955214023590088
1.0100501775741577,4.950265884399414,4.950265884399414
1.0110607147216797,4.9453229904174805,4.9453229904174805
1.012072205543518,4.9403862953186035,4.9403862953186035
1.0130847692489624,4.935455799102783,4.935455799102783
1.0140984058380127,4.9305315017700195,4.9305315017700195
1.015113115310669,4.9256134033203125,4.9256134033203125
1.016128659248352,4.920701026916504,4.920701026916504
1.0171452760696411,4.915794849395752,4.915794849395752
1.0181629657745361,4.910894870758057,4.910895347595215
1.0191816091537476,4.906001091003418,4.906002044677734
1.0202014446258545,4.901114463806152,4.901115417480469
1.0212221145629883,4.896233558654785,4.896234512329102
1.022243857383728,4.891359806060791,4.891360282897949
1.0232665538787842,4.886491775512695,4.886492729187012
1.0242903232574463,4.881630897521973,4.881631851196289
1.0253151655197144,4.876776218414307,4.876777172088623
1.0263409614562988,4.871928691864014,4.871929168701172
1.0273678302764893,4.867087364196777,4.8670878410339355
1.028395652770996,4.862252712249756,4.862253665924072
1.0294245481491089,4.857425212860107,4.857426166534424
1.0304546356201172,4.852603912353516,4.852604866027832
1.0314855575561523,4.847790241241455,4.8477911949157715
1.0325175523757935,4.842982292175293,4.842983722686768
1.033550500869751,4.838181972503662,4.8381829261779785
1.0345845222473145,4.833387851715088,4.833389759063721
1.0356197357177734,4.828600883483887,4.828603267669678
1.0366557836532593,4.823821067810059,4.823822975158691
1.0376930236816406,4.819047927856445,4.819050312042236
1.0387312173843384,4.814281463623047,4.814284324645996
1.039770483970642,4.80952262878418,4.809525012969971
1.0408107042312622,4.804769992828369,4.804772853851318
1.0418521165847778,4.800024509429932,4.800027370452881
1.0428944826126099,4.795286178588867,4.795289039611816
1.0439379215240479,4.790554523468018,4.790557861328125
1.0449823141098022,4.785830020904541,4.78583288192749
1.0460277795791626,4.781112194061279,4.781115531921387
1.0470744371414185,4.776400566101074,4.776404857635498
1.0481220483779907,4.771697044372559,4.771701335906982
1.0491706132888794,4.767000198364258,4.767004489898682
1.050220251083374,4.76231050491333,4.762314319610596
1.0512710809707642,4.757627487182617,4.757631778717041
1.0523228645324707,4.752951622009277,4.752955913543701
1.0533757209777832,4.748282432556152,4.748287677764893
1.0544296503067017,4.743619441986084,4.743625640869141
1.0554845333099365,4.738964080810547,4.7389702796936035
1.056540608406067,4.734315395355225,4.7343220710754395
1.0575976371765137,4.729673385620117,4.72968053817749
1.058655858039856,4.725038051605225,4.725046157836914
1.0597150325775146,4.720410346984863,4.720418930053711
1.0607752799987793,4.715789318084717,4.715798377990723
1.0618364810943604,4.711174964904785,4.711184501647949
1.062898874282837,4.706567764282227,4.706577777862549
1.0639623403549194,4.701966762542725,4.701977252960205
1.065026879310608,4.697372913360596,4.697383880615234
1.0660923719406128,4.692785739898682,4.692797660827637
1.0671589374542236,4.688205242156982,4.688218593597412
1.06822669506073,4.6836323738098145,4.683645725250244
1.0692954063415527,4.679065227508545,4.679079532623291
1.070365309715271,4.674505710601807,4.674520969390869
1.0714361667633057,4.669952392578125,4.669968605041504
1.0725080966949463,4.665406703948975,4.6654229164123535
1.0735812187194824,4.660867214202881,4.660884380340576
1.074655294418335,4.65633487701416,4.656352519989014
1.075730562210083,4.651808261871338,4.651826858520508
1.0768067836761475,4.647288799285889,4.647308349609375
1.0778841972351074,4.6427764892578125,4.642796993255615
1.0789625644683838,4.638270854949951,4.638291835784912
1.0800421237945557,4.6337714195251465,4.633793830871582
1.081122636795044,4.629279136657715,4.629302024841309
1.0822043418884277,4.624793529510498,4.624817371368408
1.0832871198654175,4.620314598083496,4.620338439941406
1.0843709707260132,4.615841865539551,4.615867614746094
1.0854557752609253,4.61137580871582,4.61140251159668
1.086541771888733,4.606917381286621,4.606944561004639
1.087628960609436,4.6024651527404785,4.6024932861328125
1.0887171030044556,4.598019123077393,4.598048210144043
1.089806318283081,4.5935797691345215,4.5936102867126465
1.090896725654602,4.589147567749023,4.589178085327148
1.091988205909729,4.584721565246582,4.584753513336182
1.0930806398391724,4.5803022384643555,4.5803351402282715
1.0941742658615112,4.5758891105651855,4.575922966003418
1.095268964767456,4.571483612060547,4.571518421173096
1.0963648557662964,4.567083835601807,4.567119598388672
1.0974618196487427,4.562690734863281,4.562727451324463
1.0985597372055054,4.558304309844971,4.558342456817627
1.0996588468551636,4.553925037384033,4.553963661193848
1.1007590293884277,4.549551010131836,4.549591064453125
1.1018604040145874,4.545185089111328,4.545225620269775
1.102962851524353,4.5408244132995605,4.540866851806641
1.1040663719177246,4.536470413208008,4.5365142822265625
1.1051709651947021,4.532123565673828,4.532168865203857
1.1062767505645752,4.527782917022705,4.527828693389893
1.1073834896087646,4.523448944091797,4.523496150970459
1.1084914207458496,4.519121170043945,4.519169807434082
1.1096004247665405,4.514800071716309,4.51485013961792
1.110710620880127,4.510485649108887,4.5105366706848145
1.1118220090866089,4.50617790222168,4.506230354309082
1.1129343509674072,4.501875877380371,4.501930236816406
1.1140477657318115,4.4975810050964355,4.497636795043945
1.1151623725891113,4.493291854858398,4.493349552154541
1.1162781715393066,4.489010334014893,4.489068984985352
1.1173949241638184,4.484734535217285,4.484794616699219
1.1185128688812256,4.480465412139893,4.480526924133301
1.1196320056915283,4.476202964782715,4.476265907287598
1.120752215385437,4.471946716308594,4.472011089324951
1.1218734979629517,4.4676971435546875,4.4677629470825195
1.1229959726333618,4.463454246520996,4.463521480560303
1.124119520187378,4.459217548370361,4.459286689758301
1.125244140625,4.454987525939941,4.4550580978393555
1.1263699531555176,4.450763702392578,4.450836181640625
1.1274968385696411,4.44654655456543,4.446620464324951
1.1286249160766602,4.442336082458496,4.442411422729492
1.1297541856765747,4.438131809234619,4.438209056854248
1.1308844089508057,4.433934211730957,4.434013366699219
1.1320158243179321,4.42974328994751,4.429823875427246
1.133148431777954,4.425558567047119,4.42564058303833
1.134282112121582,4.421380519866943,4.421464443206787
1.135417103767395,4.417209148406982,4.417294502258301
1.1365530490875244,4.413044452667236,4.413131237030029
1.1376901865005493,4.408885955810547,4.408974647521973
1.1388283967971802,4.404733657836914,4.404824256896973
1.1399677991867065,4.400588035583496,4.4006805419921875
1.1411083936691284,4.396449089050293,4.396543979644775
1.1422500610351562,4.392316818237305,4.39241361618042
1.14339280128479,4.388191223144531,4.388289928436279
1.1445367336273193,4.3840718269348145,4.3841729164123535
1.1456819772720337,4.3799591064453125,4.380062103271484
1.1468281745910645,4.375853061676025,4.375958442687988
1.1479755640029907,4.371753215789795,4.371861457824707
1.1491241455078125,4.367660045623779,4.367770671844482
1.1502737998962402,4.363574028015137,4.363686561584473
1.1514246463775635,4.359493732452393,4.359609127044678
1.1525765657424927,4.3554205894470215,4.355538845062256
1.153729796409607,4.351353645324707,4.351474761962891
1.1548840999603271,4.347293376922607,4.34741735458374
1.1560394763946533,4.343239784240723,4.343366622924805
1.157196044921875,4.339192867279053,4.339322566986084
1.1583538055419922,4.3351521492004395,4.335285186767578
1.1595127582550049,4.331118583679199,4.331254482269287
1.1606727838516235,4.327090740203857,4.327230453491211
1.1618340015411377,4.323070526123047,4.32321310043335
1.1629964113235474,4.319056034088135,4.319202423095703
1.1641600131988525,4.315048694610596,4.3151984214782715
1.1653246879577637,4.3110480308532715,4.311201095581055
1.1664905548095703,4.307053565979004,4.307210445404053
1.167657732963562,4.303066253662109,4.303226947784424
1.1688259840011597,4.2990851402282715,4.299250602722168
1.1699953079223633,4.295111179351807,4.295280456542969
1.171165943145752,4.291143894195557,4.291316986083984
1.1723376512527466,4.287182807922363,4.287360191345215
1.1735105514526367,4.283228397369385,4.28341007232666
1.1746846437454224,4.279280662536621,4.2794671058654785
1.1758599281311035,4.275339603424072,4.275530815124512
1.1770364046096802,4.271405220031738,4.27160120010376
1.1782139539718628,4.267477512359619,4.267678737640381
1.179392695426941,4.263557434082031,4.263762950897217
1.1805726289749146,4.259644031524658,4.259853839874268
1.1817538738250732,4.255736827850342,4.255951881408691
1.182936191558838,4.25183629989624,4.25205659866333
1.184119701385498,4.247942924499512,4.248168468475342
1.1853044033050537,4.24405574798584,4.244287014007568
1.1864902973175049,4.240175247192383,4.240412712097168
1.187677264213562,4.236302375793457,4.236545562744141
1.1888655424118042,4.232436180114746,4.232685089111328
1.190055012702942,4.22857666015625,4.228831768035889
1.191245675086975,4.224724292755127,4.224985599517822
1.1924375295639038,4.220878601074219,4.221146583557129
1.193630576133728,4.217040538787842,4.21731424331665
1.1948246955871582,4.2132086753845215,4.213489055633545
1.1960200071334839,4.209383964538574,4.2096710205078125
1.1972166299819946,4.20556640625,4.205860137939453
1.1984144449234009,4.201756000518799,4.202056407928467
1.1996134519577026,4.197952747344971,4.198260307312012
1.2008136510849,4.194156169891357,4.19447135925293
1.2020150423049927,4.190366744995117,4.190689563751221
1.203217625617981,4.18658447265625,4.186914920806885
1.2044212818145752,4.182809829711914,4.18314790725708
1.205626368522644,4.179042339324951,4.179388046264648
1.2068325281143188,4.1752824783325195,4.175635814666748
1.2080398797988892,4.1715288162231445,4.171890735626221
1.2092485427856445,4.167783260345459,4.168153285980225
1.2104583978652954,4.164045333862305,4.16442346572876
1.2116693258285522,4.160314559936523,4.160701274871826
1.2128815650939941,4.156590938568115,4.156986236572266
1.214095115661621,4.15287446975708,4.1532793045043945
1.2153096199035645,4.149166584014893,4.149580001831055
1.2165255546569824,4.145465850830078,4.145888328552246
1.217742681503296,4.141772270202637,4.142204761505127
1.2189610004425049,4.138086795806885,4.138528347015381
1.2201805114746094,4.134408950805664,4.134860515594482
1.2214012145996094,4.130738735198975,4.131200313568115
1.2226231098175049,4.127077102661133,4.1275482177734375
1.2238463163375854,4.123422622680664,4.123904705047607
1.2250707149505615,4.119775772094727,4.120268821716309
