MSE_Loss,PDE_Loss,BC_Loss,Data_Loss
1097.9482421875,6.442027711273113e-07,674.1815795898438,423.7666015625
1097.85693359375,6.346141958601947e-07,674.1283569335938,423.7286376953125
1097.76708984375,6.299835604295367e-07,674.0762939453125,423.6907958984375
1097.6795654296875,6.221264925443393e-07,674.0267944335938,423.6528015136719
1097.595458984375,6.140828077150218e-07,673.9803466796875,423.6151123046875
1097.5120849609375,6.088043278396071e-07,673.9341430664062,423.5779113769531
1097.428955078125,6.048554155313468e-07,673.8878173828125,423.54107666015625
1097.3460693359375,6.02502666424698e-07,673.84130859375,423.5047607421875
1097.26416015625,6.006932835589396e-07,673.7950439453125,423.4691162109375
1097.1851806640625,6.004348733767984e-07,673.7505493164062,423.43463134765625
1097.11083984375,6.078727210478974e-07,673.709716796875,423.40118408203125
1097.037841796875,6.118107194197364e-07,673.6690063476562,423.36883544921875
1096.965087890625,6.133275860520371e-07,673.6280517578125,423.3370361328125
1096.8912353515625,6.16804584296915e-07,673.5856323242188,423.30560302734375
1096.818115234375,6.237017942112288e-07,673.5435791015625,423.2745361328125
1096.745361328125,6.294601462286664e-07,673.5018310546875,423.24359130859375
1096.6746826171875,6.408850481420814e-07,673.4617309570312,423.2129211425781
1096.6044921875,6.521426030303701e-07,673.4217529296875,423.18280029296875
1096.534423828125,6.59062663999066e-07,673.3814697265625,423.1529541015625
1096.46435546875,6.650573709521268e-07,673.3409423828125,423.12335205078125
1096.39404296875,6.734074986525229e-07,673.300048828125,423.0939636230469
1096.32373046875,6.808315333728387e-07,673.2589721679688,423.064697265625
1096.2532958984375,6.902347422510502e-07,673.2178344726562,423.03546142578125
1096.183837890625,6.99572069606802e-07,673.177490234375,423.0063781738281
1096.1146240234375,7.10216113475326e-07,673.13720703125,422.9774169921875
1096.047607421875,7.348224357883737e-07,673.0989990234375,422.9486389160156
1095.9827880859375,7.596648856633692e-07,673.0625610351562,422.92022705078125
1095.9180908203125,7.688450409659708e-07,673.0260009765625,422.8920593261719
1095.853271484375,7.708179623477918e-07,672.9892578125,422.86407470703125
1095.78857421875,7.751347084195004e-07,672.9525756835938,422.8360290527344
1095.7237548828125,7.801828019182722e-07,672.9158325195312,422.80792236328125
1095.658447265625,7.919784366094973e-07,672.8788452148438,422.7796325683594
1095.5926513671875,8.040393595365458e-07,672.8414916992188,422.7511901855469
1095.5263671875,8.158540936165082e-07,672.8038330078125,422.7225036621094
1095.459228515625,8.278551035800774e-07,672.7656860351562,422.693603515625
1095.3917236328125,8.394780479648034e-07,672.7271728515625,422.6645202636719
1095.32373046875,8.574403409511433e-07,672.6884155273438,422.6352844238281
1095.255126953125,8.734957077649597e-07,672.6492309570312,422.60589599609375
1095.1861572265625,8.878470225681667e-07,672.6097412109375,422.576416015625
1095.11669921875,8.988786248664837e-07,672.5698852539062,422.5467834472656
1095.0465087890625,9.096602866520698e-07,672.5296020507812,422.5169372558594
1094.9757080078125,9.147295259026578e-07,672.4888916015625,422.48681640625
1094.904296875,9.174995057037449e-07,672.44775390625,422.4565124511719
1094.8319091796875,9.218555874213052e-07,672.4060668945312,422.42584228515625
1094.7589111328125,9.249266668120981e-07,672.3639526367188,422.39495849609375
1094.68505859375,9.275035495193151e-07,672.3213500976562,422.3636779785156
1094.6109619140625,9.211666451847123e-07,672.27880859375,422.3321533203125
1094.53662109375,9.1902762733298e-07,672.236328125,422.30035400390625
1094.461669921875,9.201161219607457e-07,672.1934204101562,422.268310546875
1094.385986328125,9.162556011688139e-07,672.1499633789062,422.2359619140625
1094.3092041015625,9.118227808357915e-07,672.1058959960938,422.2032775878906
1094.2314453125,9.127374482886808e-07,672.0612182617188,422.1702575683594
1094.152587890625,9.085876513381663e-07,672.0158081054688,422.1368408203125
1094.0726318359375,9.029496368384571e-07,671.9697265625,422.1029052734375
1093.9913330078125,8.98262669579708e-07,671.9228515625,422.0684814453125
1093.908203125,8.942760132413241e-07,671.875,422.03326416015625
1093.8233642578125,8.896825534066011e-07,671.8258666992188,421.9974670410156
1093.73681640625,8.83872132817487e-07,671.7759399414062,421.9609375
1093.64892578125,8.741544093027187e-07,671.7251586914062,421.9237976074219
1093.5592041015625,8.637045993964421e-07,671.67333984375,421.8858947753906
1093.4696044921875,8.48119952934212e-07,671.622314453125,421.8472595214844
1093.3785400390625,8.378607958547946e-07,671.5704345703125,421.8080749511719
1093.2855224609375,8.246583433901833e-07,671.517333984375,421.7682189941406
1093.1904296875,8.063238965405617e-07,671.4627685546875,421.7276611328125
1093.0933837890625,7.918463893474836e-07,671.4071044921875,421.686279296875
1092.9942626953125,7.717376320215408e-07,671.3501586914062,421.6440734863281
1092.8931884765625,7.538643558291369e-07,671.2921142578125,421.60107421875
1092.790283203125,7.402886694762856e-07,671.2330932617188,421.5572204589844
1092.68701171875,7.330598918997566e-07,671.1744384765625,421.5125427246094
1092.584228515625,7.370719572463713e-07,671.1170654296875,421.46722412109375
1092.47998046875,7.41946507787361e-07,671.0585327148438,421.4215087890625
1092.3739013671875,7.454232786585635e-07,670.99853515625,421.3753356933594
1092.2662353515625,7.457264246113482e-07,670.9374389648438,421.32879638671875
1092.1546630859375,7.393060741378576e-07,670.8729248046875,421.28173828125
1092.0361328125,7.127746926016698e-07,670.8024291992188,421.2336730957031
1091.914306640625,6.865579393888765e-07,670.72998046875,421.1842956542969
1091.7891845703125,6.594952992600156e-07,670.6555786132812,421.1336364746094
1091.660888671875,6.363538886944298e-07,670.5792236328125,421.08160400390625
1091.529052734375,6.08511186328542e-07,670.5008544921875,421.02813720703125
1091.3936767578125,5.824989557368099e-07,670.42041015625,420.9732360839844
1091.254638671875,5.678932097907818e-07,670.337890625,420.9167785644531
1091.1121826171875,5.526958943846694e-07,670.2533569335938,420.8588562011719
1090.966552734375,5.34121227246942e-07,670.1670532226562,420.79949951171875
1090.819091796875,5.262681952444836e-07,670.080322265625,420.7387390136719
1090.6650390625,5.14061525791476e-07,669.9884643554688,420.67657470703125
1090.5069580078125,5.0474187673899e-07,669.8941040039062,420.6128845214844
1090.3475341796875,4.85219175061502e-07,669.7999877929688,420.5475158691406
1090.1878662109375,4.744060220218671e-07,669.7064819335938,420.4813537597656
1090.028076171875,4.7202723862938e-07,669.6123046875,420.41571044921875
1089.8702392578125,4.6513693519045773e-07,669.5198974609375,420.3503112792969
1089.709228515625,4.655722420920938e-07,669.425537109375,420.28363037109375
