MSE_Loss,PDE_Loss,BC_Loss,Data_Loss
1103.373779296875,4.769884526467649e-06,677.153076171875,426.220703125
1103.31982421875,4.687553428084357e-06,677.1224365234375,426.1974182128906
1103.265869140625,4.606082711688941e-06,677.0917358398438,426.1741943359375
1103.212158203125,4.5247502384881955e-06,677.0610961914062,426.1510314941406
1103.1580810546875,4.448243089427706e-06,677.0302734375,426.1278381347656
1103.104248046875,4.366203938843682e-06,676.9993896484375,426.10479736328125
1103.0504150390625,4.2714618757599965e-06,676.968505859375,426.0818786621094
1102.9971923828125,4.1717412386788055e-06,676.9380493164062,426.0591125488281
1102.94580078125,4.012972112832358e-06,676.9086303710938,426.0372009277344
1102.8974609375,3.8895664147275966e-06,676.8809814453125,426.01641845703125
1102.8486328125,3.7934842112008482e-06,676.8527221679688,425.99591064453125
1102.79931640625,3.7026809422968654e-06,676.8238525390625,425.9754943847656
1102.7498779296875,3.627725618571276e-06,676.7947998046875,425.9551086425781
1102.700439453125,3.573397407308221e-06,676.7657470703125,425.9347229003906
1102.6507568359375,3.5388104606681736e-06,676.736572265625,425.9142150878906
1102.6007080078125,3.508543159114197e-06,676.7071533203125,425.8935852050781
1102.5501708984375,3.4854656405514106e-06,676.677490234375,425.8727111816406
1102.4993896484375,3.4752099509205436e-06,676.6476440429688,425.85174560546875
1102.448486328125,3.4851491363951936e-06,676.6176147460938,425.83087158203125
1102.3984375,3.4734159726212965e-06,676.5882568359375,425.8101501464844
1102.34912109375,3.4336878798058024e-06,676.5595703125,425.7895202636719
1102.2987060546875,3.405527650102158e-06,676.5299072265625,425.768798828125
1102.248046875,3.378815790711087e-06,676.5000610351562,425.7480163574219
1102.197265625,3.356246224939241e-06,676.4700317382812,425.72723388671875
1102.146240234375,3.3295987122983206e-06,676.4397583007812,425.70648193359375
1102.095947265625,3.305625796201639e-06,676.4100952148438,425.685791015625
1102.046630859375,3.2908233151829336e-06,676.381591796875,425.6650390625
1101.9969482421875,3.28265718962939e-06,676.3529052734375,425.6440734863281
1101.946533203125,3.275427616244997e-06,676.3236694335938,425.6228942871094
1101.8955078125,3.270100251029362e-06,676.2940063476562,425.60150146484375
1101.84375,3.26561053043406e-06,676.2638549804688,425.5798645019531
1101.7913818359375,3.253469230912742e-06,676.2334594726562,425.55792236328125
1101.7396240234375,3.2243294754152885e-06,676.2036743164062,425.5359802246094
1101.686767578125,3.2076850402518176e-06,676.1727905273438,425.5140380859375
1101.633056640625,3.1823678909859154e-06,676.14111328125,425.49200439453125
1101.5809326171875,3.1124554880079813e-06,676.1104125976562,425.4705505371094
1101.529541015625,3.0796468308835756e-06,676.080078125,425.449462890625
1101.4776611328125,3.04403988593549e-06,676.0494995117188,425.42816162109375
1101.425537109375,3.0028543278604047e-06,676.0189208984375,425.4066162109375
1101.372802734375,2.9501638891815674e-06,675.9879760742188,425.3847961425781
1101.31982421875,2.8903677957714535e-06,675.9569702148438,425.36285400390625
1101.26708984375,2.8296708478592336e-06,675.9263305664062,425.3407897949219
1101.214599609375,2.7719838726625312e-06,675.8959350585938,425.31866455078125
1101.1617431640625,2.7339708594809053e-06,675.8653564453125,425.29638671875
1101.10791015625,2.705438191696885e-06,675.8341064453125,425.2738342285156
1101.053466796875,2.6774841899168678e-06,675.8025512695312,425.2509765625
1100.99755859375,2.6489906304050237e-06,675.7696533203125,425.22784423828125
1100.9405517578125,2.6264235657436075e-06,675.7362670898438,425.2043151855469
1100.8828125,2.609465354908025e-06,675.702392578125,425.18048095703125
1100.8240966796875,2.5947115318558645e-06,675.6679077148438,425.1562194824219
1100.767578125,2.553494141466217e-06,675.6358032226562,425.1318359375
1100.7113037109375,2.4984626634250162e-06,675.603759765625,425.1075134277344
1100.655029296875,2.4349033083126415e-06,675.57177734375,425.08331298828125
1100.599609375,2.3798518213880016e-06,675.5405883789062,425.05902099609375
1100.54541015625,2.3231239083543187e-06,675.510498046875,425.034912109375
1100.490966796875,2.2790593448007712e-06,675.4801025390625,425.01080322265625
1100.4364013671875,2.2402948616218055e-06,675.4497680664062,424.98663330078125
1100.381591796875,2.209069862146862e-06,675.4192504882812,424.96240234375
1100.32666015625,2.196532022935571e-06,675.3884887695312,424.9381408691406
1100.27197265625,2.1947953428025357e-06,675.3576049804688,424.9144287109375
1100.218017578125,2.177544729420333e-06,675.3272094726562,424.8908386230469
1100.1640625,2.158591769330087e-06,675.296875,424.8671875
