MSE_Loss,PDE_Loss,BC_Loss,Data_Loss
1105.2685546875,1.4949392607377376e-05,678.0783081054688,427.1903076171875
1105.2110595703125,1.4932483281882014e-05,678.0447998046875,427.166259765625
1105.1533203125,1.491835337219527e-05,678.0114135742188,427.1418762207031
1105.09521484375,1.4894681953592226e-05,677.9780883789062,427.1171875
1105.0369873046875,1.4847993043076713e-05,677.9446411132812,427.09234619140625
1104.9783935546875,1.4779910088691395e-05,677.9110107421875,427.0673522949219
1104.91943359375,1.4747509339940734e-05,677.8772583007812,427.0421447753906
1104.8651123046875,1.466854791942751e-05,677.8482055664062,427.0168762207031
1104.81201171875,1.4565795027010608e-05,677.8198852539062,426.9921569824219
1104.75927734375,1.446126407245174e-05,677.79150390625,426.96783447265625
1104.707275390625,1.4350530364026781e-05,677.7632446289062,426.9440612792969
1104.655517578125,1.4274097338784486e-05,677.73486328125,426.92071533203125
1104.6044921875,1.419938780600205e-05,677.70654296875,426.8979797363281
1104.554443359375,1.4100935914029833e-05,677.6786499023438,426.87579345703125
1104.5050048828125,1.3994490473123733e-05,677.6512451171875,426.853759765625
1104.455322265625,1.3901598322263453e-05,677.62353515625,426.8317565917969
1104.4052734375,1.3803255569655448e-05,677.5955810546875,426.80975341796875
1104.355224609375,1.3708990081795491e-05,677.5675048828125,426.78778076171875
1104.304931640625,1.3629341083287727e-05,677.5391235351562,426.7658386230469
1104.25439453125,1.3526618204195984e-05,677.5105590820312,426.7438659667969
1104.203857421875,1.3419644346868154e-05,677.4818725585938,426.721923828125
1104.1529541015625,1.331041676166933e-05,677.4530029296875,426.6999206542969
1104.1024169921875,1.320279170613503e-05,677.4244384765625,426.677978515625
1104.05224609375,1.3081726137897931e-05,677.3960571289062,426.6561584472656
1104.0018310546875,1.2976253856322728e-05,677.3675537109375,426.6343078613281
1103.951171875,1.2872346815129276e-05,677.3387451171875,426.6124572753906
1103.900634765625,1.277476258110255e-05,677.3099365234375,426.59063720703125
1103.8499755859375,1.2664400856010616e-05,677.2813110351562,426.5686950683594
1103.7994384765625,1.2544572200567927e-05,677.2526245117188,426.5467834472656
1103.74853515625,1.2432093171810266e-05,677.2236938476562,426.5247802734375
1103.6971435546875,1.2346741641522385e-05,677.1945190429688,426.5026550292969
1103.64599609375,1.2253686691110488e-05,677.1655883789062,426.48046875
1103.59375,1.2168853572802618e-05,677.1355590820312,426.4581604003906
1103.5406494140625,1.2105934729333967e-05,677.1049194335938,426.4357604980469
1103.4864501953125,1.2040332876495086e-05,677.0733032226562,426.4131164550781
1103.431396484375,1.1972648280789144e-05,677.0411376953125,426.3902282714844
1103.3756103515625,1.1917321899090894e-05,677.0084838867188,426.3670959472656
1103.3192138671875,1.1857056051667314e-05,676.975341796875,426.3438415527344
1103.261962890625,1.1804992027464323e-05,676.941650390625,426.3203125
1103.204345703125,1.1747914868465159e-05,676.9077758789062,426.2966003417969
1103.146240234375,1.1691098734445404e-05,676.8736572265625,426.27264404296875
1103.08740234375,1.1633109352260362e-05,676.8390502929688,426.2483215332031
1103.0277099609375,1.1558941878320184e-05,676.8040161132812,426.2236633300781
1102.96728515625,1.1483336493256502e-05,676.7685546875,426.1986999511719
1102.906005859375,1.140752101491671e-05,676.7327270507812,426.17333984375
1102.84423828125,1.1325191735522822e-05,676.696533203125,426.1476745605469
1102.7813720703125,1.1248061127844267e-05,676.6598510742188,426.12152099609375
1102.7176513671875,1.1160912436025683e-05,676.6227416992188,426.0949401855469
1102.653076171875,1.1092899512732401e-05,676.5850830078125,426.0679931640625
1102.58740234375,1.1016801181540359e-05,676.5468139648438,426.0406188964844
1102.52099609375,1.0944128916889895e-05,676.5081787109375,426.01287841796875
1102.4537353515625,1.0865427611861378e-05,676.4689331054688,425.98480224609375
1102.3857421875,1.0786819075292442e-05,676.4295043945312,425.956298828125
1102.3173828125,1.0694435331970453e-05,676.3900146484375,425.92742919921875
1102.248291015625,1.0610147000988945e-05,676.3502197265625,425.8980712890625
1102.1783447265625,1.05197859738837e-05,676.3099975585938,425.8683776855469
1102.1075439453125,1.0437248420203105e-05,676.2691650390625,425.8383483886719
1102.03564453125,1.034149136103224e-05,676.227783203125,425.80792236328125
1101.9630126953125,1.0253040272800718e-05,676.1858520507812,425.7771911621094
1101.88916015625,1.017160957417218e-05,676.143310546875,425.74591064453125
1101.814453125,1.0083551387651823e-05,676.1001586914062,425.71429443359375
1101.73876953125,9.98417817754671e-06,676.056396484375,425.68231201171875
1101.661865234375,9.890098226605915e-06,676.0120849609375,425.64984130859375
1101.583984375,9.808980394154787e-06,675.9671020507812,425.6169128417969
1101.503173828125,9.716011845739558e-06,675.919921875,425.58331298828125
