Average_MSE_Loss,Average_PDE_Loss,Average_BC_Loss,Average_Data_Loss
1096.0144409179688,1.7323941402125342e-05,673.1480163574219,422.8664123535156
1095.9685546875,1.734880252364235e-05,673.1216491699219,422.8468963623047
1095.9225952148438,1.735639125080013e-05,673.0952087402344,422.82737426757814
1095.8767333984374,1.7356957950553918e-05,673.0688537597656,422.807861328125
1095.830908203125,1.7360319647963253e-05,673.0425109863281,422.78837890625
1095.785107421875,1.7368576806831015e-05,673.0161865234375,422.76890563964844
1095.73935546875,1.738404336890653e-05,672.9898559570313,422.7494812011719
1095.6937622070313,1.7408498914761596e-05,672.9636169433594,422.7301452636719
1095.6484497070312,1.743797338313868e-05,672.9374755859375,422.71095886230466
1095.6034912109376,1.7462157388337118e-05,672.9115661621094,422.6918975830078
1095.5589965820313,1.748476155647438e-05,672.8860656738282,422.6729309082031
1095.5148193359375,1.7502087835552514e-05,672.8607666015625,422.65404052734374
1095.470703125,1.7511208326936867e-05,672.8354736328125,422.6352172851563
1095.426513671875,1.7520734110831882e-05,672.8100646972656,422.6164306640625
1095.3822021484375,1.7537750363061377e-05,672.7845886230468,422.59759826660155
1095.3380249023437,1.7553347996823733e-05,672.7592590332031,422.57874450683596
1095.29404296875,1.7557863167283473e-05,672.7341552734375,422.55987854003905
1095.25009765625,1.7558460495337158e-05,672.7090270996093,422.5410583496094
1095.2062133789063,1.756605776215281e-05,672.6839172363282,422.52228088378905
1095.1623901367188,1.7570922640075536e-05,672.65888671875,422.50347595214845
1095.1184448242188,1.7581813945000135e-05,672.6337951660156,422.48463745117186
1095.0744506835938,1.759823214406708e-05,672.6086547851562,422.46576232910155
1095.0304565429688,1.7613140496308688e-05,672.5835876464844,422.4468597412109
1094.9866455078125,1.761904068722231e-05,672.5586791992188,422.42796630859374
1094.9430053710937,1.7626139768012194e-05,672.5338562011718,422.4091278076172
1094.8995727539063,1.76442488584172e-05,672.5092407226563,422.39031677246095
1094.8564453125,1.7676700101176835e-05,672.4849182128906,422.37152404785155
1094.81396484375,1.7717686811025146e-05,672.4611267089844,422.3528228759766
1094.7716918945312,1.776767084891162e-05,672.4374694824219,422.33421325683594
1094.7296875,1.7809566916326958e-05,672.4139282226563,422.3157531738281
1094.6878662109375,1.784377080973343e-05,672.3904907226563,422.29735107421874
1094.64609375,1.7870202442082927e-05,672.3670959472656,422.2789642333984
1094.6041015625,1.7900914190960293e-05,672.3435791015625,422.2605010986328
1094.5618041992188,1.7928693435109723e-05,672.3198303222656,422.2419860839844
1094.5194702148438,1.7959772324616097e-05,672.2960205078125,422.22340698242186
1094.4768920898437,1.799455732722777e-05,672.2720764160156,422.2048095703125
1094.4342529296875,1.8027877074189293e-05,672.2480529785156,422.18617553710936
1094.391357421875,1.80587976316815e-05,672.2238708496094,422.16748046875
1094.3482543945313,1.8084855476274697e-05,672.1995178222656,422.1487182617187
1094.304931640625,1.8111639689877278e-05,672.1749938964844,422.12990417480466
1094.2612548828124,1.8137346456725822e-05,672.1502563476563,422.11098022460936
