Average_MSE_Loss,Average_PDE_Loss,Average_BC_Loss,Average_Data_Loss
1099.8508911132812,7.488394436450107e-06,675.2263000488281,424.6245880126953
1099.7817749023438,7.440238192657489e-06,675.18583984375,424.5959503173828
1099.7132568359375,7.382968212255036e-06,675.1457458496094,424.56751708984376
1099.6457885742188,7.299235522850722e-06,675.1063537597656,424.5394287109375
1099.5790649414062,7.221481361341375e-06,675.0674743652344,424.51158752441404
1099.5122680664062,7.151922383741294e-06,675.0284362792969,424.4838439941406
1099.4454956054688,7.086102758080415e-06,674.9893310546875,424.45616455078124
1099.379345703125,7.0327905007161465e-06,674.9507690429688,424.42856750488284
1099.3135986328125,6.9785410545364355e-06,674.9124572753906,424.40113830566406
1099.2480834960938,6.931672305654501e-06,674.8742370605469,424.3738647460938
1099.1833251953126,6.88691324910451e-06,674.8363952636719,424.3469207763672
1099.1188354492188,6.846690874340311e-06,674.7987182617187,424.3201202392578
1099.0547607421875,6.825801747822879e-06,674.7613403320313,424.2934112548828
1098.9916015625,6.813038797304216e-06,674.7245544433594,424.2670501708984
1098.9299560546874,6.801145380563866e-06,674.6890502929688,424.2409149169922
1098.86923828125,6.798525993190196e-06,674.6541748046875,424.2150634765625
1098.8094604492187,6.792717903181255e-06,674.6199279785156,424.1895416259766
1098.7503662109375,6.787916544226391e-06,674.5860107421875,424.16436157226565
1098.6921020507812,6.7656731573606525e-06,674.5525817871094,424.1395233154297
1098.6350341796874,6.730842852675778e-06,674.5201477050781,424.11487731933596
1098.5788696289062,6.693420766623604e-06,674.4884704589844,424.090380859375
1098.52275390625,6.66171503098667e-06,674.4568420410156,424.06590576171874
1098.4669555664063,6.628881794767949e-06,674.425390625,424.04156188964845
1098.4108764648438,6.604001458754283e-06,674.3936096191406,424.0172637939453
1098.3546508789063,6.581542857020395e-06,674.3617126464844,423.9929260253906
1098.2983154296876,6.560513571685078e-06,674.32978515625,423.96852111816406
1098.24208984375,6.537564252084848e-06,674.2980041503906,423.9440612792969
1098.185693359375,6.514057474760193e-06,674.26611328125,423.91957092285156
1098.1292114257812,6.4971327788043706e-06,674.2341491699219,423.895068359375
1098.0726318359375,6.490216412657901e-06,674.2021179199219,423.8705139160156
1098.0157470703125,6.48408795314026e-06,674.1698425292968,423.8459136962891
1097.9582885742188,6.47513847980008e-06,674.1370788574219,423.8212097167969
1097.9004638671875,6.463079000695871e-06,674.1040832519532,423.7963897705078
1097.8421997070313,6.451771969295805e-06,674.0707458496094,423.7714599609375
1097.7835205078125,6.439234743993438e-06,674.0371337890625,423.74639282226565
1097.724755859375,6.42071082666007e-06,674.0035339355469,423.7212249755859
1097.6660278320312,6.400086715530051e-06,673.9700866699219,423.6959564208984
1097.6068237304687,6.38108940620441e-06,673.9363159179687,423.67051086425784
1097.5473266601562,6.362367412293679e-06,673.9024475097656,423.64488220214844
1097.4884399414063,6.353490255150973e-06,673.8693054199218,423.61913146972654
1097.4293579101563,6.340741185795195e-06,673.8360473632813,423.59332580566405
1097.3703979492188,6.324598723495001e-06,673.8029052734375,423.5675109863281
1097.31171875,6.310427374955907e-06,673.7700134277344,423.5417022705078
1097.2528686523438,6.3022613062457825e-06,673.7370361328125,423.51585693359374
1097.194091796875,6.300429220118531e-06,673.7041015625,423.4899932861328
1097.1350219726562,6.29875370350419e-06,673.6709106445312,423.46410217285154
1097.0757446289062,6.297414029177162e-06,673.6375366210938,423.43821411132814
1097.0162841796875,6.292776822647283e-06,673.6040344238281,423.41225280761716
1096.95654296875,6.287402163707156e-06,673.570361328125,423.3861968994141
1096.89638671875,6.286322991400084e-06,673.536376953125,423.35999450683596
1096.8367309570312,6.290680641996005e-06,673.5030212402344,423.33372802734374
1096.776904296875,6.297721671444378e-06,673.4695007324219,423.3074188232422
1096.7167114257813,6.316579390386323e-06,673.43564453125,423.2810760498047
1096.656689453125,6.336876685963943e-06,673.4019592285156,423.254736328125
1096.5966674804688,6.353002714831746e-06,673.3683166503906,423.2283477783203
1096.5360595703125,6.36165153764523e-06,673.334228515625,423.20184631347655
1096.475048828125,6.3682357563266125e-06,673.2998718261719,423.17519226074216
1096.4133422851562,6.376388409989886e-06,673.2649719238282,423.14837951660155
1096.3509521484375,6.381660722354354e-06,673.2295471191406,423.12140197753905
1096.2879516601563,6.388246737287772e-06,673.1937194824219,423.09425048828126
1096.2242065429687,6.393158548689825e-06,673.1573974609375,423.06683044433595
1096.159814453125,6.395143276449744e-06,673.1207336425781,423.0390869140625
1096.09443359375,6.398747871116939e-06,673.0833740234375,423.01103515625
1096.0281005859374,6.398620195113836e-06,673.0454223632812,422.982666015625
1095.961181640625,6.404782374147544e-06,673.0071472167969,422.95403747558595
1095.8937622070312,6.403267889254494e-06,672.968603515625,422.92514953613284
1095.8256591796876,6.403724898973451e-06,672.9297241210937,422.89593200683595
1095.7569458007813,6.400637033721068e-06,672.8905883789063,422.86634521484376
1095.6871459960937,6.396661120788849e-06,672.8507507324218,422.8363922119141
1095.6163208007813,6.393386581748928e-06,672.8102783203125,422.80604553222656
1095.5442993164063,6.399392785283453e-06,672.7690246582031,422.7752655029297
1095.4709594726562,6.414463999249165e-06,672.7268981933594,422.7440521240234
1095.3963256835937,6.4316117203588876e-06,672.6839660644531,422.7123718261719
1095.3207763671876,6.456260661025226e-06,672.6405517578125,422.680224609375
1095.244287109375,6.484895837388649e-06,672.596630859375,422.6476623535156
1095.1665771484375,6.508640638003271e-06,672.5519348144531,422.6146484375
1095.0874389648438,6.533659774277112e-06,672.5063110351563,422.5811340332031
1095.00712890625,6.554441981165837e-06,672.4599914550781,422.5471252441406
1094.9258178710938,6.570612271161735e-06,672.4130798339844,422.5127227783203
