Average_MSE_Loss,Average_PDE_Loss,Average_BC_Loss,Average_Data_Loss
1100.0576171875,1.2731976461566319e-05,675.3541625976562,424.7034606933594
1099.999169921875,1.2716977487770009e-05,675.3203552246093,424.67881469726564
1099.940966796875,1.2706632701053877e-05,675.2867797851562,424.65418701171876
1099.882861328125,1.2702056808677753e-05,675.2532958984375,424.6295501708984
1099.8245361328125,1.2701518497237884e-05,675.2197082519531,424.6048278808594
1099.7663818359374,1.2699555471584744e-05,675.1861450195313,424.5802337646484
1099.70849609375,1.2670318609764308e-05,675.1526794433594,424.55580139160156
1099.6510864257812,1.2658110262009358e-05,675.1195922851563,424.5314971923828
1099.5939697265626,1.2652471000507148e-05,675.0866760253906,424.5072845458984
1099.536669921875,1.2641216537190303e-05,675.0535278320312,424.48313598632814
1099.4798706054687,1.2626305176155484e-05,675.0206726074218,424.4591766357422
1099.4235473632812,1.2614689860157568e-05,674.9880737304687,424.43549194335935
1099.3676025390625,1.261025511851699e-05,674.9556518554688,424.4119415283203
1099.3119262695313,1.2606308680318534e-05,674.9234191894532,424.38848266601565
1099.2562866210938,1.2599970047943999e-05,674.8912231445313,424.3650634765625
1099.200634765625,1.259038521510547e-05,674.8589538574219,424.3416717529297
1099.1450805664062,1.2572393128351678e-05,674.8268127441406,424.3182678222656
1099.0896484375,1.254898555984596e-05,674.7947875976563,424.2948394775391
1099.034033203125,1.2529118309601018e-05,674.7626708984375,424.27134704589844
1098.9783447265625,1.2506766590547614e-05,674.7305419921875,424.24782104492186
1098.92255859375,1.2484045814886713e-05,674.6983032226562,424.22425842285156
1098.8667724609375,1.2458080652777425e-05,674.6660888671875,424.20067443847654
1098.810888671875,1.2433586674376329e-05,674.6338256835937,424.1770843505859
1098.7549682617187,1.241237379190352e-05,674.6015502929688,424.15342407226564
1098.698828125,1.2398280118475213e-05,674.5690612792969,424.1297637939453
1098.6429443359375,1.2385341022280728e-05,674.5367858886718,424.1061614990234
1098.5871215820312,1.2377493355586466e-05,674.5045471191406,424.08254089355466
1098.5313354492187,1.2370822636853518e-05,674.4724060058594,424.0589233398438
1098.47568359375,1.2361414931660875e-05,674.44033203125,424.03533935546875
1098.4202880859375,1.235131747705509e-05,674.408544921875,424.01174011230466
1098.3648071289062,1.2338315782756126e-05,674.3766540527344,423.98814086914064
1098.3091918945313,1.2331116725761148e-05,674.3446716308594,423.9645263671875
1098.2535766601563,1.2327336662565358e-05,674.3126953125,423.9408813476563
1098.19794921875,1.2322245021323397e-05,674.2807556152344,423.9171905517578
1098.1421020507812,1.2316411380197679e-05,674.2486999511718,423.8933898925781
1098.0860595703125,1.2313317041900973e-05,674.2165588378906,423.8695037841797
1098.0304565429688,1.2320348349703637e-05,674.1848754882812,423.8455810546875
1097.97490234375,1.2325562785520106e-05,674.1532165527344,423.82167663574216
1097.9195190429687,1.2329048098536078e-05,674.1217529296875,423.7977691650391
1097.8640991210937,1.233194824834527e-05,674.0902160644531,423.77386779785155
1097.8085205078125,1.2330781900971033e-05,674.0585510253907,423.7499664306641
1097.7529907226562,1.2324495054372165e-05,674.02685546875,423.7261260986328
1097.6974853515626,1.2322293336808343e-05,673.9952026367188,423.70225219726564
1097.6418334960938,1.2321161744921482e-05,673.9634948730469,423.67832336425784
1097.5860473632813,1.2322950199461502e-05,673.9317138671875,423.6543395996094
1097.5299560546875,1.232948961984448e-05,673.8996520996094,423.63026123046876
1097.4733032226563,1.2336932145728952e-05,673.8672241210937,423.60606079101564
1097.4164306640625,1.2340753252715331e-05,673.8347106933594,423.5816986083984
1097.3592651367187,1.2344968664024236e-05,673.8020141601562,423.5572448730469
1097.3017700195312,1.2350181617648558e-05,673.7691589355469,423.53261108398436
1097.2437744140625,1.2359037245346372e-05,673.7359680175781,423.50779113769534
1097.1851806640625,1.2367037525962132e-05,673.7024047851562,423.482763671875
1097.1261840820312,1.2377108600958308e-05,673.6686340332031,423.4575531005859
1097.0666015625,1.2389212292873708e-05,673.6344360351562,423.4321533203125
1097.0063842773438,1.2404185983427852e-05,673.5998168945313,423.4065643310547
1096.9457397460938,1.2417845493928325e-05,673.5649108886719,423.38079528808595
1096.8848510742187,1.2424975743385858e-05,673.5300109863281,423.354833984375
1096.82392578125,1.2428902670080788e-05,673.4951599121093,423.3287414550781
1096.7625,1.2434851944931324e-05,673.4599792480469,423.30250549316406
1096.7006958007812,1.2437127681153015e-05,673.4245788574219,423.27611083984374
1096.6386108398438,1.2442718761462856e-05,673.3889892578125,423.2496063232422
1096.5763549804688,1.2448101283268898e-05,673.3533935546875,423.22294921875
1096.5142944335937,1.2454344226853208e-05,673.3179809570313,423.1962860107422
1096.45205078125,1.245807094818474e-05,673.2824829101562,423.16954345703124
1096.38935546875,1.246187264598575e-05,673.2466064453125,423.14271240234376
1096.3259887695312,1.2460745081455115e-05,673.2102661132812,423.11570739746094
1096.2620239257812,1.24590916584566e-05,673.1735107421875,423.08851623535156
1096.1974487304688,1.2461147511544368e-05,673.1363647460937,423.061083984375
1096.1321044921874,1.2460464047592268e-05,673.0987243652344,423.0333618164062
1096.0663452148438,1.2463820848296336e-05,673.0610473632812,423.0052795410156
1095.9994873046876,1.2470336478997979e-05,673.02255859375,422.97691955566404
1095.9319946289063,1.2472476344527194e-05,672.983740234375,422.94822998046874
1095.8639038085937,1.2471469329256024e-05,672.9446411132812,422.9192687988281
1095.795166015625,1.2466525148369102e-05,672.9051574707031,422.8900085449219
1095.725634765625,1.2462219425657394e-05,672.8651062011719,422.8605194091797
1095.6552978515624,1.2458911631796355e-05,672.824609375,422.8306823730469
1095.58466796875,1.2455220515761311e-05,672.7840759277344,422.8005828857422
1095.5131225585938,1.2459777006057493e-05,672.7429077148438,422.7702301025391
1095.4412353515625,1.2464708994031071e-05,672.7015625,422.7396636962891
1095.3688598632812,1.2468241701668603e-05,672.6599548339843,422.7088897705078
1095.2958618164062,1.2475328821182075e-05,672.6179931640625,422.67787780761716
1095.2223266601563,1.2483395242313122e-05,672.5756774902344,422.6466400146484
1095.1481567382812,1.2485462145761516e-05,672.5329895019531,422.61517333984375
1095.0733154296875,1.248378445346532e-05,672.489892578125,422.5834259033203
1094.9978515625,1.2484741003149224e-05,672.4464233398437,422.5514282226562
1094.9217407226563,1.2481677404352353e-05,672.4025573730469,422.5191650390625
1094.8451293945313,1.2482909616196025e-05,672.3585021972656,422.48663024902345
1094.7684326171875,1.2490739958437303e-05,672.3145690917969,422.45387878417966
1094.69130859375,1.250571624868968e-05,672.2703674316406,422.42091979980466
1094.61396484375,1.2528057496652422e-05,672.2261657714844,422.3877716064453
1094.536181640625,1.2561449230297229e-05,672.1817321777344,422.35443420410155
1094.4578247070312,1.2601542118062525e-05,672.1369689941406,422.3208526611328
1094.3787841796875,1.2624690419471563e-05,672.0917297363281,422.287060546875
1094.2993530273438,1.2645022279933471e-05,672.0462646484375,422.2530883789062
1094.2197387695312,1.2661196789665041e-05,672.0007568359375,422.2189666748047
1094.1396484375,1.2677611558764568e-05,671.954931640625,422.1847198486328
1094.0594848632813,1.2694809267976837e-05,671.9091735839844,422.1503112792969
1093.9788208007812,1.2712542262338644e-05,671.8630432128906,422.1157745361328
1093.8982666015625,1.2730046154452168e-05,671.8172180175782,422.0810546875
1093.8172729492187,1.2747730326978513e-05,671.7710571289062,422.04620971679685
1093.7355712890626,1.2764129019515735e-05,671.7243835449219,422.0111785888672
1093.653759765625,1.2779872905710477e-05,671.6777954101562,421.9759460449219
1093.5717407226562,1.279659086588225e-05,671.6311767578125,421.9405548095703
1093.4891845703125,1.2810758689063562e-05,671.584228515625,421.90496215820315
1093.4059692382812,1.282447491242067e-05,671.5367614746094,421.869189453125
1093.3219116210937,1.2838667045578234e-05,671.4886779785156,421.8332000732422
1093.236865234375,1.2856679993511477e-05,671.4399108886719,421.79692993164065
1093.1502685546875,1.2872193148716349e-05,671.3898864746094,421.76036376953124
1093.0624389648438,1.2888928548981938e-05,671.3390380859375,421.72340393066406
1092.9736694335938,1.2908661568644675e-05,671.2876159667969,421.68604431152346
1092.8837768554688,1.2931108363289923e-05,671.235498046875,421.64826049804685
1092.7929931640624,1.295129896341507e-05,671.1829956054687,421.6099884033203
1092.7011596679688,1.297388379164488e-05,671.1298828125,421.57127685546874
1092.60830078125,1.2993259128890599e-05,671.0761535644531,421.5321350097656
1092.5146362304688,1.3011444830368646e-05,671.0221130371094,421.4925262451172
1092.4198974609376,1.3024489422974739e-05,670.9673461914062,421.45252685546876
1092.3239013671875,1.3039467592079746e-05,670.9118408203125,421.4120849609375
1092.2267456054688,1.3056294410063174e-05,670.8555786132813,421.3711761474609
1092.1283081054687,1.3071033410483324e-05,670.798486328125,421.32982482910154
1092.0286376953125,1.3087870867423134e-05,670.7406066894531,421.2880065917969
1091.9281860351562,1.3114175925466042e-05,670.682373046875,421.24579467773435
1091.8265502929687,1.3147759291598505e-05,670.6234008789063,421.20313415527346
1091.7235107421875,1.317450359721306e-05,670.5635620117188,421.1599426269531
1091.618994140625,1.3204386445409e-05,670.5027709960938,421.1162139892578
1091.512939453125,1.3243654795758174e-05,670.4410400390625,421.07189025878904
1091.4051635742187,1.3277981904025182e-05,670.3783142089844,421.0268524169922
1091.29599609375,1.330714715521708e-05,670.3148071289063,420.9811737060547
1091.1854614257813,1.3336925866269666e-05,670.2505798339844,420.93487243652345
1091.0729370117188,1.3371380205740024e-05,670.1850341796875,420.8879089355469
1090.95849609375,1.340200904564881e-05,670.1181701660156,420.84031677246094
1090.8426147460937,1.3433813674623706e-05,670.0505737304687,420.7920288085937
1090.7255615234376,1.3468606400124373e-05,669.9824096679688,420.7431610107422
1090.6076049804688,1.3514891827526299e-05,669.9138610839843,420.69374389648436
1090.4888671875,1.357469517699883e-05,669.8450073242187,420.64385681152345
1090.3686767578124,1.3635275948331582e-05,669.7752075195312,420.59344177246095
1090.2466430664062,1.3690429744883658e-05,669.7042053222656,420.54242248535155
1090.1222900390626,1.3737201197727699e-05,669.6315551757813,420.4907287597656
1089.996044921875,1.3780482885294986e-05,669.5577087402344,420.43834228515624
1089.8679077148438,1.382846361934753e-05,669.4826904296875,420.3852203369141
1089.7381225585937,1.3880398728360888e-05,669.4068054199219,420.33131408691406
1089.6062744140625,1.3938960347559259e-05,669.3296508789062,420.276611328125
1089.4720581054687,1.3991041180361208e-05,669.2510192871093,420.2210296630859
1089.3354125976562,1.4031823823756895e-05,669.1708374023438,420.1645812988281
1089.1967651367188,1.4077787389510376e-05,669.0895141601562,420.10723266601565
1089.0567993164063,1.4112054876136426e-05,669.0076965332031,420.0490783691406
1088.9147705078126,1.413219500818741e-05,668.924658203125,419.99010314941404
1088.770556640625,1.416335092301324e-05,668.8402954101563,419.93023681640625
1088.6243041992188,1.4202789998307708e-05,668.7547912597656,419.86949157714844
1088.4761840820313,1.424542288361863e-05,668.6682983398438,419.80787963867186
1088.325927734375,1.4293356264261092e-05,668.5805236816407,419.7453979492187
1088.1731811523437,1.4331851488691427e-05,668.4911193847656,419.6820434570312
1088.01787109375,1.4374615551560055e-05,668.4001403808594,419.61773681640625
1087.8598754882812,1.4420072412235641e-05,668.307421875,419.5524536132813
1087.69912109375,1.4466410868863023e-05,668.2129516601562,419.4861663818359
1087.5354736328125,1.4512348954554e-05,668.1165954589844,419.4188537597656
1087.369189453125,1.456108347213103e-05,668.0187561035157,419.3504302978516
1087.2002807617187,1.4606379636461497e-05,667.9193481445312,419.2809143066406
1087.0296752929687,1.4672815771632486e-05,667.8193176269531,419.2103546142578
1086.8571044921875,1.4739289431986435e-05,667.7181579589844,419.1389404296875
1086.6818969726562,1.4796936275729422e-05,667.6153625488281,419.06651306152344
1086.5038940429688,1.48580822809663e-05,667.5108642578125,418.993017578125
1086.3232055664062,1.4920567858212053e-05,667.4047424316407,418.91844787597654
1086.1397338867187,1.4980428750277497e-05,667.2969787597656,418.8427459716797
1085.9533447265626,1.5041656581615825e-05,667.1873779296875,418.7659484863281
