Average_MSE_Loss,Average_PDE_Loss,Average_BC_Loss,Average_Data_Loss
1097.0579345703125,1.2223056432958402e-05,673.7045227050781,423.3534362792969
1097.003662109375,1.223162666974531e-05,673.6730895996094,423.33058166503906
1096.9504150390626,1.2251633381765715e-05,673.6421752929688,423.30821228027344
1096.8987182617188,1.2277371070013032e-05,673.6125183105469,423.2862213134766
1096.847412109375,1.2320703285695345e-05,673.5830383300781,423.2643615722656
1096.7960327148437,1.2344228548499813e-05,673.553515625,423.2425201416016
1096.7447875976563,1.2368943839646817e-05,673.5240356445313,423.220751953125
1096.6935180664063,1.2390397893113914e-05,673.4944580078125,423.19903564453125
1096.6422607421875,1.2416742254117708e-05,673.4648498535156,423.1774169921875
1096.5914428710937,1.2452134149043559e-05,673.4356079101562,423.15582885742185
1096.5412841796874,1.2488789400322275e-05,673.4069641113281,423.1343200683594
1096.4916748046876,1.2524337194008694e-05,673.3787414550782,423.11292724609376
1096.4421142578126,1.2554359483374355e-05,673.3505981445312,423.0915130615234
1096.3929077148437,1.2588634916710362e-05,673.3228576660156,423.0700714111328
1096.343701171875,1.2625901007368157e-05,673.2950561523437,423.04864196777345
1096.2942138671874,1.2668191806142204e-05,673.2670654296875,423.0271331787109
1096.2443359375,1.2721108976165852e-05,673.2388305664062,423.00550842285156
1096.1939697265625,1.277028009667447e-05,673.2102294921875,422.98374328613284
1096.143408203125,1.2816212688449014e-05,673.1815795898438,422.96184997558595
1096.092724609375,1.286470918557825e-05,673.1528869628906,422.93983764648436
1096.0419067382813,1.2911441723417738e-05,673.124169921875,422.9177215576172
1095.9908447265625,1.2959432098114121e-05,673.0953735351562,422.8954742431641
1095.9395629882813,1.301261231674289e-05,673.0664428710937,422.8731170654297
1095.8881591796876,1.3063552097491993e-05,673.0374877929687,422.8506774902344
1095.83642578125,1.3108132617389855e-05,673.0083068847656,422.82811279296874
1095.784228515625,1.3152409979966252e-05,672.9787414550781,422.80548400878905
1095.7317016601562,1.3192778823167828e-05,672.9489685058594,422.7827209472656
1095.6792236328124,1.3233607626261801e-05,672.9193420410156,422.75986938476564
1095.626513671875,1.3272412689957492e-05,672.8895446777344,422.7369415283203
1095.5734741210938,1.3311368161339487e-05,672.8595458984375,422.71392211914065
1095.5203247070312,1.3352229029806039e-05,672.8295288085938,422.69078369140624
1095.467138671875,1.3400565606502823e-05,672.7995422363281,422.6675964355469
1095.4135620117188,1.34481506023576e-05,672.7692565917969,422.64430236816406
1095.3597900390625,1.3497066265699687e-05,672.7388488769532,422.6209228515625
1095.3059692382812,1.3552509599890072e-05,672.7085388183593,422.5974487304687
1095.2520141601562,1.3612656510986199e-05,672.6780944824219,422.57391052246095
1095.19794921875,1.3680245922387258e-05,672.6476745605469,422.5502685546875
1095.14384765625,1.375400659640036e-05,672.6172912597656,422.52654418945315
1095.089404296875,1.3821760066434764e-05,672.5866638183594,422.5027130126953
1095.0344116210938,1.3888714661902668e-05,672.5556274414063,422.4787841796875
1094.9791381835937,1.3956933997860688e-05,672.5243408203125,422.4547821044922
1094.9235473632812,1.402940993386892e-05,672.4928649902344,422.4306579589844
1094.8677856445313,1.4086470301322151e-05,672.461328125,422.40643005371095
1094.811376953125,1.4133639257352116e-05,672.429345703125,422.38203125
1094.754443359375,1.4185912851871762e-05,672.39697265625,422.3574645996094
1094.6971557617187,1.4242862309288285e-05,672.3643920898437,422.33274536132814
1094.639208984375,1.4296268096813946e-05,672.3313354492187,422.30787353515626
1094.5812133789063,1.4372839686416228e-05,672.2983215332031,422.2828857421875
1094.5228759765625,1.4441210731774845e-05,672.2650634765625,422.2577880859375
1094.4641357421874,1.4493964980033524e-05,672.2315490722656,422.2325897216797
1094.4049194335937,1.4555852374087408e-05,672.1977966308593,422.20709838867185
1094.3451416015625,1.461002123619437e-05,672.1637817382813,422.18134765625
1094.2849853515625,1.4663195116781935e-05,672.1295715332031,422.1554016113281
1094.2243896484374,1.4713664185705966e-05,672.0951171875,422.1292419433594
1094.163330078125,1.4761183851419447e-05,672.0603820800782,422.10292663574216
1094.1015502929688,1.4811582309448567e-05,672.025146484375,422.07640686035154
1094.0389770507813,1.4859419147228437e-05,671.9893249511719,422.04962463378905
1093.9759033203125,1.4909175396837781e-05,671.9532897949218,422.02260131835936
1093.9124267578125,1.4957706827090079e-05,671.9170654296875,421.99534912109374
1093.8482177734375,1.500630316115803e-05,671.880419921875,421.9678039550781
1093.7835327148437,1.5054457711016766e-05,671.8434020996094,421.9401123046875
1093.7185180664062,1.5106591179403495e-05,671.8062622070313,421.9122650146484
1093.6528564453124,1.5162126845780222e-05,671.7687072753906,421.8841247558594
1093.5864868164062,1.5209002108917958e-05,671.7307800292969,421.85569763183594
1093.5196411132813,1.5259836078485024e-05,671.692626953125,421.82701721191404
1093.4521118164062,1.5310822891478893e-05,671.6540161132813,421.79808349609374
1093.3842163085938,1.5369007809340473e-05,671.61533203125,421.7688812255859
1093.3155517578125,1.5432763197509304e-05,671.5760803222656,421.7394561767578
1093.245703125,1.5496962026873008e-05,671.5359191894531,421.70977172851565
1093.1750244140626,1.5563128803819383e-05,671.495263671875,421.67974548339845
1093.10361328125,1.5629224296276335e-05,671.4542358398437,421.6493713378906
1093.0315307617188,1.569248237984766e-05,671.4128845214843,421.6186248779297
1092.9583984375,1.575493469374578e-05,671.3708801269531,421.5874969482422
1092.8843505859375,1.5827883005670172e-05,671.3283752441406,421.5559600830078
1092.8096069335938,1.589968066753045e-05,671.2856140136719,421.5239959716797
1092.7342163085937,1.5974762031589763e-05,671.2425476074219,421.49163208007815
1092.657861328125,1.604971383812881e-05,671.1990600585938,421.45879821777345
