,Full,Sparse,Extremes
0,20.43895721435547,755.785888671875,1825.1590576171875
1,11.055769920349121,227.39894104003906,1112.156982421875
2,8.306182861328125,195.23011779785156,771.9035034179688
3,7.837021827697754,157.90536499023438,504.65716552734375
4,7.335113525390625,118.6620101928711,347.7755126953125
5,7.080725193023682,90.80189514160156,248.95506286621094
6,6.948024749755859,79.35391998291016,159.39410400390625
7,6.867488384246826,71.8624267578125,110.73776245117188
8,6.845057487487793,67.82591247558594,84.7116470336914
9,6.53316593170166,64.77047729492188,74.60574340820312
10,6.48688268661499,62.9956169128418,68.6186752319336
11,4.3757476806640625,60.89594268798828,65.72907257080078
12,3.9940786361694336,59.37678527832031,65.30535888671875
13,3.926321268081665,59.1888542175293,63.46931076049805
14,3.9839038848876953,57.32398986816406,62.47880554199219
15,3.7573318481445312,56.45075225830078,61.85610580444336
16,3.64737606048584,55.36114501953125,60.676116943359375
17,3.4931740760803223,54.921817779541016,60.373416900634766
18,3.6258134841918945,53.55926513671875,59.13654708862305
19,3.399056911468506,52.91156768798828,58.669071197509766
