,K,S,q,r,sigma,t,price
6864,150.0,171.95,0.0,0.1441,0.16424854217092363,0.25,0.08336034910448617
6865,150.0,171.95,0.0,0.1441,0.16424854217092363,0.5,0.2589537985623137
6866,150.0,171.95,0.0,0.1441,0.16424854217092363,0.75,0.3762899061806033
6867,150.0,171.95,0.0,0.1441,0.16424854217092363,1.0,0.43821485974934915
6868,150.0,171.95,0.0,0.1441,0.26544998329566,0.25,0.9509096022564227
6869,150.0,171.95,0.0,0.1441,0.26544998329566,0.5,1.9449951581985139
6870,150.0,171.95,0.0,0.1441,0.26544998329566,0.75,2.5640275859474144
6871,150.0,171.95,0.0,0.1441,0.26544998329566,1.0,2.9428059482501316
6872,150.0,171.95,0.0,0.1441,0.3874180606791659,0.25,3.110669595367753
6873,150.0,171.95,0.0,0.1441,0.3874180606791659,0.5,5.426919543955758
6874,150.0,171.95,0.0,0.1441,0.3874180606791659,0.75,6.8847687027422655
6875,150.0,171.95,0.0,0.1441,0.3874180606791659,1.0,7.850127589783493
6876,150.0,171.95,0.0,0.1441,0.7066863283197075,0.25,11.135500544931638
6877,150.0,171.95,0.0,0.1441,0.7066863283197075,0.5,17.116463198272562
6878,150.0,171.95,0.0,0.1441,0.7066863283197075,0.75,20.991862803532317
6879,150.0,171.95,0.0,0.1441,0.7066863283197075,1.0,23.723108368874737
6880,150.0,171.95,0.0,0.1882,0.02776319114275506,0.25,4.956944587641186e-41
6881,150.0,171.95,0.0,0.1882,0.02776319114275506,0.5,8.923835339746726e-33
6882,150.0,171.95,0.0,0.1882,0.02776319114275506,0.75,1.1251974878910479e-31
6883,150.0,171.95,0.0,0.1882,0.02776319114275506,1.0,2.236547419276909e-32
6884,150.0,171.95,0.0,0.1882,0.16424854217092363,0.25,0.056781452050147355
6885,150.0,171.95,0.0,0.1882,0.16424854217092363,0.5,0.1566052001348799
6886,150.0,171.95,0.0,0.1882,0.16424854217092363,0.75,0.20473013496030387
6887,150.0,171.95,0.0,0.1882,0.16424854217092363,1.0,0.2160237656714899
6888,150.0,171.95,0.0,0.1882,0.26544998329566,0.25,0.7904619571506103
6889,150.0,171.95,0.0,0.1882,0.26544998329566,0.5,1.5155690045373178
6890,150.0,171.95,0.0,0.1882,0.26544998329566,0.75,1.8899814664514556
6891,150.0,171.95,0.0,0.1882,0.26544998329566,1.0,2.061870627217868
6892,150.0,171.95,0.0,0.1882,0.3874180606791659,0.25,2.784783986818889
6893,150.0,171.95,0.0,0.1882,0.3874180606791659,0.5,4.656227485517617
6894,150.0,171.95,0.0,0.1882,0.3874180606791659,0.75,5.698294908223464
6895,150.0,171.95,0.0,0.1882,0.3874180606791659,1.0,6.289038347165996
6896,150.0,171.95,0.0,0.1882,0.7066863283197075,0.25,10.545803715870129
6897,150.0,171.95,0.0,0.1882,0.7066863283197075,0.5,15.823382831482235
6898,150.0,171.95,0.0,0.1882,0.7066863283197075,0.75,19.01198951761674
6899,150.0,171.95,0.0,0.1882,0.7066863283197075,1.0,21.08868590547907
6900,150.0,171.95,0.0,0.0118,0.02776319114275506,0.25,9.920313100251385e-25
6901,150.0,171.95,0.0,0.0118,0.02776319114275506,0.5,8.26571442016945e-14
6902,150.0,171.95,0.0,0.0118,0.02776319114275506,0.75,4.4320323685740715e-10
6903,150.0,171.95,0.0,0.0118,0.02776319114275506,1.0,3.5418968420787e-08
6904,150.0,171.95,0.0,0.0118,0.16424854217092363,0.25,0.2413570300817213
6905,150.0,171.95,0.0,0.0118,0.16424854217092363,0.5,0.9864017213414759
6906,150.0,171.95,0.0,0.0118,0.16424854217092363,0.75,1.8127689257545607
6907,150.0,171.95,0.0,0.0118,0.16424854217092363,1.0,2.6122446577671488
6908,150.0,171.95,0.0,0.0118,0.26544998329566,0.25,1.6048162304799114
6909,150.0,171.95,0.0,0.0118,0.26544998329566,0.5,3.8714260092864503
6910,150.0,171.95,0.0,0.0118,0.26544998329566,0.75,5.85683010977848
6911,150.0,171.95,0.0,0.0118,0.26544998329566,1.0,7.602439626888868
6912,150.0,171.95,0.0,0.0118,0.3874180606791659,0.25,4.276730168604409
6913,150.0,171.95,0.0,0.0118,0.3874180606791659,0.5,8.367617587436705
6914,150.0,171.95,0.0,0.0118,0.3874180606791659,0.75,11.674614043874248
6915,150.0,171.95,0.0,0.0118,0.3874180606791659,1.0,14.49055251996843
6916,150.0,171.95,0.0,0.0118,0.7066863283197075,0.25,13.060612832624235
6917,150.0,171.95,0.0,0.0118,0.7066863283197075,0.5,21.506354709342084
6918,150.0,171.95,0.0,0.0118,0.7066863283197075,0.75,27.95061887203179
6919,150.0,171.95,0.0,0.0118,0.7066863283197075,1.0,33.2875074332628
6920,150.0,171.95,0.0,0.0559,0.02776319114275506,0.25,2.1189218827162065e-28
6921,150.0,171.95,0.0,0.0559,0.02776319114275506,0.5,9.530720201938484e-18
6922,150.0,171.95,0.0,0.0559,0.02776319114275506,0.75,2.802926066482371e-14
6923,150.0,171.95,0.0,0.0559,0.02776319114275506,1.0,1.2439141012120254e-12
6924,150.0,171.95,0.0,0.0559,0.16424854217092363,0.25,0.1718322259283034
6925,150.0,171.95,0.0,0.0559,0.16424854217092363,0.5,0.6494855107587395
6926,150.0,171.95,0.0,0.0559,0.16424854217092363,0.75,1.1183136538077578
6927,150.0,171.95,0.0,0.0559,0.16424854217092363,1.0,1.5208723996839064
6928,150.0,171.95,0.0,0.0559,0.26544998329566,0.25,1.3548259653501078
6929,150.0,171.95,0.0,0.0559,0.26544998329566,0.5,3.107983174213762
6930,150.0,171.95,0.0,0.0559,0.26544998329566,0.75,4.511894026262347
6931,150.0,171.95,0.0,0.0559,0.26544998329566,1.0,5.647386863622261
6932,150.0,171.95,0.0,0.0559,0.3874180606791659,0.25,3.8548136429034208
6933,150.0,171.95,0.0,0.0559,0.3874180606791659,0.5,7.274529812634579
6934,150.0,171.95,0.0,0.0559,0.3874180606791659,0.75,9.85320259273492
6935,150.0,171.95,0.0,0.0559,0.3874180606791659,1.0,11.913309000989027
6936,150.0,171.95,0.0,0.0559,0.7066863283197075,0.25,12.392234387153966
6937,150.0,171.95,0.0,0.0559,0.7066863283197075,0.5,19.954537869534096
6938,150.0,171.95,0.0,0.0559,0.7066863283197075,0.75,25.45197296837252
6939,150.0,171.95,0.0,0.0559,0.7066863283197075,1.0,29.803654575522245
6940,150.0,171.95,0.0,0.09999999999999999,0.02776319114275506,0.25,2.4327839250350316e-32
6941,150.0,171.95,0.0,0.09999999999999999,0.02776319114275506,0.5,3.2141081176369915e-22
6942,150.0,171.95,0.0,0.09999999999999999,0.02776319114275506,0.75,2.837227104528265e-19
6943,150.0,171.95,0.0,0.09999999999999999,0.02776319114275506,1.0,3.836797826575664e-18
6944,150.0,171.95,0.0,0.09999999999999999,0.16424854217092363,0.25,0.12056815130150039
6945,150.0,171.95,0.0,0.09999999999999999,0.16424854217092363,0.5,0.4159637198072445
6946,150.0,171.95,0.0,0.09999999999999999,0.16424854217092363,0.75,0.6624404633746352
6947,150.0,171.95,0.0,0.09999999999999999,0.16424854217092363,1.0,0.8393677433479533
6948,150.0,171.95,0.0,0.09999999999999999,0.26544998329566,0.25,1.1379703910586556
6949,150.0,171.95,0.0,0.09999999999999999,0.26544998329566,0.5,2.4709147893040115
6950,150.0,171.95,0.0,0.09999999999999999,0.26544998329566,0.75,3.4263844855843386
6951,150.0,171.95,0.0,0.09999999999999999,0.26544998329566,1.0,4.116614006245854
6952,150.0,171.95,0.0,0.09999999999999999,0.3874180606791659,0.25,3.466737807475645
6953,150.0,171.95,0.0,0.09999999999999999,0.3874180606791659,0.5,6.296990613132529
6954,150.0,171.95,0.0,0.09999999999999999,0.3874180606791659,0.75,8.263175872418312
6955,150.0,171.95,0.0,0.09999999999999999,0.3874180606791659,1.0,9.712445326681378
6956,150.0,171.95,0.0,0.09999999999999999,0.7066863283197075,0.25,11.75075322292612
6957,150.0,171.95,0.0,0.09999999999999999,0.7066863283197075,0.5,18.492379422562443
6958,150.0,171.95,0.0,0.09999999999999999,0.7066863283197075,0.75,23.13547877943125
6959,150.0,171.95,0.0,0.09999999999999999,0.7066863283197075,1.0,26.621897529157152
6960,150.0,171.95,0.0,0.1441,0.02776319114275506,0.25,1.499519015723391e-36
6961,150.0,171.95,0.0,0.1441,0.02776319114275506,0.5,3.149405454119153e-27
6962,150.0,171.95,0.0,0.1441,0.02776319114275506,0.75,4.524862836513431e-25
6963,150.0,171.95,0.0,0.1441,0.02776319114275506,1.0,1.0108516483694297e-24
6964,150.0,171.95,0.0,0.1441,0.16424854217092363,0.25,0.08336034910448617
6965,150.0,171.95,0.0,0.1441,0.16424854217092363,0.5,0.2589537985623137
6966,150.0,171.95,0.0,0.1441,0.16424854217092363,0.75,0.3762899061806033
6967,150.0,171.95,0.0,0.1441,0.16424854217092363,1.0,0.43821485974934915
6968,150.0,171.95,0.0,0.1441,0.26544998329566,0.25,0.9509096022564227
6969,150.0,171.95,0.0,0.1441,0.26544998329566,0.5,1.9449951581985139
6970,150.0,171.95,0.0,0.1441,0.26544998329566,0.75,2.5640275859474144
6971,150.0,171.95,0.0,0.1441,0.26544998329566,1.0,2.9428059482501316
6972,150.0,171.95,0.0,0.1441,0.3874180606791659,0.25,3.110669595367753
6973,150.0,171.95,0.0,0.1441,0.3874180606791659,0.5,5.426919543955758
6974,150.0,171.95,0.0,0.1441,0.3874180606791659,0.75,6.8847687027422655
6975,150.0,171.95,0.0,0.1441,0.3874180606791659,1.0,7.850127589783493
6976,150.0,171.95,0.0,0.1441,0.7066863283197075,0.25,11.135500544931638
6977,150.0,171.95,0.0,0.1441,0.7066863283197075,0.5,17.116463198272562
6978,150.0,171.95,0.0,0.1441,0.7066863283197075,0.75,20.991862803532317
6979,150.0,171.95,0.0,0.1441,0.7066863283197075,1.0,23.723108368874737
6980,150.0,171.95,0.0,0.1882,0.02776319114275506,0.25,4.956944587641186e-41
6981,150.0,171.95,0.0,0.1882,0.02776319114275506,0.5,8.923835339746726e-33
6982,150.0,171.95,0.0,0.1882,0.02776319114275506,0.75,1.1251974878910479e-31
6983,150.0,171.95,0.0,0.1882,0.02776319114275506,1.0,2.236547419276909e-32
6984,150.0,171.95,0.0,0.1882,0.16424854217092363,0.25,0.056781452050147355
6985,150.0,171.95,0.0,0.1882,0.16424854217092363,0.5,0.1566052001348799
6986,150.0,171.95,0.0,0.1882,0.16424854217092363,0.75,0.20473013496030387
6987,150.0,171.95,0.0,0.1882,0.16424854217092363,1.0,0.2160237656714899
6988,150.0,171.95,0.0,0.1882,0.26544998329566,0.25,0.7904619571506103
6989,150.0,171.95,0.0,0.1882,0.26544998329566,0.5,1.5155690045373178
6990,150.0,171.95,0.0,0.1882,0.26544998329566,0.75,1.8899814664514556
6991,150.0,171.95,0.0,0.1882,0.26544998329566,1.0,2.061870627217868
6992,150.0,171.95,0.0,0.1882,0.3874180606791659,0.25,2.784783986818889
6993,150.0,171.95,0.0,0.1882,0.3874180606791659,0.5,4.656227485517617
6994,150.0,171.95,0.0,0.1882,0.3874180606791659,0.75,5.698294908223464
6995,150.0,171.95,0.0,0.1882,0.3874180606791659,1.0,6.289038347165996
6996,150.0,171.95,0.0,0.1882,0.7066863283197075,0.25,10.545803715870129
6997,150.0,171.95,0.0,0.1882,0.7066863283197075,0.5,15.823382831482235
6998,150.0,171.95,0.0,0.1882,0.7066863283197075,0.75,19.01198951761674
6999,150.0,171.95,0.0,0.1882,0.7066863283197075,1.0,21.08868590547907
7000,150.0,198.9,0.0,0.0118,0.02776319114275506,0.25,5.5764138563164765e-95
7001,150.0,198.9,0.0,0.0118,0.02776319114275506,0.5,1.085031720253225e-49
7002,150.0,198.9,0.0,0.0118,0.02776319114275506,0.75,1.7014353988549187e-34
7003,150.0,198.9,0.0,0.0118,0.02776319114275506,1.0,7.465459277263063e-27
7004,150.0,198.9,0.0,0.0118,0.16424854217092363,0.25,0.0009257404231794361
7005,150.0,198.9,0.0,0.0118,0.16424854217092363,0.5,0.04254070664791109
7006,150.0,198.9,0.0,0.0118,0.16424854217092363,0.75,0.18312655997097418
7007,150.0,198.9,0.0,0.0118,0.16424854217092363,1.0,0.4120455676265603
7008,150.0,198.9,0.0,0.0118,0.26544998329566,0.25,0.12926917906255997
7009,150.0,198.9,0.0,0.0118,0.26544998329566,0.5,0.8720889718688628
7010,150.0,198.9,0.0,0.0118,0.26544998329566,0.75,1.9255235318143682
7011,150.0,198.9,0.0,0.0118,0.26544998329566,1.0,3.0643177773154227
7012,150.0,198.9,0.0,0.0118,0.3874180606791659,0.25,1.040111480102837
7013,150.0,198.9,0.0,0.0118,0.3874180606791659,0.5,3.538317063854388
7014,150.0,198.9,0.0,0.0118,0.3874180606791659,0.75,6.097096650488174
7015,150.0,198.9,0.0,0.0118,0.3874180606791659,1.0,8.501208856939556
7016,150.0,198.9,0.0,0.0118,0.7066863283197075,0.25,7.17042693828941
7017,150.0,198.9,0.0,0.0118,0.7066863283197075,0.5,14.83105291454199
7018,150.0,198.9,0.0,0.0118,0.7066863283197075,0.75,21.121993758602823
7019,150.0,198.9,0.0,0.0118,0.7066863283197075,1.0,26.491106085245658
7020,150.0,198.9,0.0,0.0559,0.02776319114275506,0.25,3.0888130202419458e-102
7021,150.0,198.9,0.0,0.0559,0.02776319114275506,0.5,3.433093243659105e-57
7022,150.0,198.9,0.0,0.0559,0.02776319114275506,0.75,3.088892425830903e-42
7023,150.0,198.9,0.0,0.0559,0.02776319114275506,1.0,7.807389516828149e-35
7024,150.0,198.9,0.0,0.0559,0.16424854217092363,0.25,0.0005371867467116532
7025,150.0,198.9,0.0,0.0559,0.16424854217092363,0.5,0.023078736437649225
7026,150.0,198.9,0.0,0.0559,0.16424854217092363,0.75,0.09363023000959708
7027,150.0,198.9,0.0,0.0559,0.16424854217092363,1.0,0.19957396865376809
7028,150.0,198.9,0.0,0.0559,0.26544998329566,0.25,0.1015708007215285
7029,150.0,198.9,0.0,0.0559,0.26544998329566,0.5,0.6542025601926615
7030,150.0,198.9,0.0,0.0559,0.26544998329566,0.75,1.3888188595530744
7031,150.0,198.9,0.0,0.0559,0.26544998329566,1.0,2.13381670823486
7032,150.0,198.9,0.0,0.0559,0.3874180606791659,0.25,0.90847950804886
7033,150.0,198.9,0.0,0.0559,0.3874180606791659,0.5,2.9856712834093027
7034,150.0,198.9,0.0,0.0559,0.3874180606791659,0.75,4.998450199040057
7035,150.0,198.9,0.0,0.0559,0.3874180606791659,1.0,6.792232545273778
7036,150.0,198.9,0.0,0.0559,0.7066863283197075,0.25,6.745370588754731
7037,150.0,198.9,0.0,0.0559,0.7066863283197075,0.5,13.648270789471237
7038,150.0,198.9,0.0,0.0559,0.7066863283197075,0.75,19.079934867773133
7039,150.0,198.9,0.0,0.0559,0.7066863283197075,1.0,23.531876275609886
7040,150.0,198.9,0.0,0.09999999999999999,0.02776319114275506,0.25,9.129879921611552e-110
7041,150.0,198.9,0.0,0.09999999999999999,0.02776319114275506,0.5,3.1066284641425037e-65
7042,150.0,198.9,0.0,0.09999999999999999,0.02776319114275506,0.75,8.622276217745693e-51
7043,150.0,198.9,0.0,0.09999999999999999,0.02776319114275506,1.0,6.764405728939957e-44
7044,150.0,198.9,0.0,0.09999999999999999,0.16424854217092363,0.25,0.0003066770163442352
7045,150.0,198.9,0.0,0.09999999999999999,0.16424854217092363,0.5,0.01213665748254828
7046,150.0,198.9,0.0,0.09999999999999999,0.16424854217092363,0.75,0.04574644012142312
7047,150.0,198.9,0.0,0.09999999999999999,0.16424854217092363,1.0,0.09108624743162226
7048,150.0,198.9,0.0,0.09999999999999999,0.26544998329566,0.25,0.07934776740607034
7049,150.0,198.9,0.0,0.09999999999999999,0.26544998329566,0.5,0.48542587706440354
7050,150.0,198.9,0.0,0.09999999999999999,0.26544998329566,0.75,0.9859258588712735
7051,150.0,198.9,0.0,0.09999999999999999,0.26544998329566,1.0,1.4553236269690033
7052,150.0,198.9,0.0,0.09999999999999999,0.3874180606791659,0.25,0.7915053217207764
7053,150.0,198.9,0.0,0.09999999999999999,0.3874180606791659,0.5,2.5073493526959854
7054,150.0,198.9,0.0,0.09999999999999999,0.3874180606791659,0.75,4.069372122467053
7055,150.0,198.9,0.0,0.09999999999999999,0.3874180606791659,1.0,5.37761454864955
7056,150.0,198.9,0.0,0.09999999999999999,0.7066863283197075,0.25,6.341196054813746
7057,150.0,198.9,0.0,0.09999999999999999,0.7066863283197075,0.5,12.543558443224287
7058,150.0,198.9,0.0,0.09999999999999999,0.7066863283197075,0.75,17.20269887265417
7059,150.0,198.9,0.0,0.09999999999999999,0.7066863283197075,1.0,20.85142944402484
7060,150.0,198.9,0.0,0.1441,0.02776319114275506,0.25,1.4397712204420805e-117
7061,150.0,198.9,0.0,0.1441,0.02776319114275506,0.5,8.030144828823364e-74
7062,150.0,198.9,0.0,0.1441,0.02776319114275506,0.75,3.688037828497255e-60
7063,150.0,198.9,0.0,0.1441,0.02776319114275506,1.0,4.8226980501483103e-54
7064,150.0,198.9,0.0,0.1441,0.16424854217092363,0.25,0.00017223523958629104
7065,150.0,198.9,0.0,0.1441,0.16424854217092363,0.5,0.006184595303784123
7066,150.0,198.9,0.0,0.1441,0.16424854217092363,0.75,0.02134186617832039
7067,150.0,198.9,0.0,0.1441,0.16424854217092363,1.0,0.039120757033903296
7068,150.0,198.9,0.0,0.1441,0.26544998329566,0.25,0.0616276936722038
7069,150.0,198.9,0.0,0.1441,0.26544998329566,0.5,0.3562300639541859
7070,150.0,198.9,0.0,0.1441,0.26544998329566,0.75,0.6886785156335463
7071,150.0,198.9,0.0,0.1441,0.26544998329566,1.0,0.9716975763154027
7072,150.0,198.9,0.0,0.1441,0.3874180606791659,0.25,0.6878414790855373
7073,150.0,198.9,0.0,0.1441,0.3874180606791659,0.5,2.0955077095577592
7074,150.0,198.9,0.0,0.1441,0.3874180606791659,0.75,3.289633871162336
7075,150.0,198.9,0.0,0.1441,0.3874180606791659,1.0,4.218219453657291
7076,150.0,198.9,0.0,0.1441,0.7066863283197075,0.25,5.957161224624359
7077,150.0,198.9,0.0,0.1441,0.7066863283197075,0.5,11.513194989748278
7078,150.0,198.9,0.0,0.1441,0.7066863283197075,0.75,15.48044359697689
7079,150.0,198.9,0.0,0.1441,0.7066863283197075,1.0,18.42981893931824
7080,150.0,198.9,0.0,0.1882,0.02776319114275506,0.25,1.2111647322110587e-125
7081,150.0,198.9,0.0,0.1882,0.02776319114275506,0.5,5.9231157647539656e-83
7082,150.0,198.9,0.0,0.1882,0.02776319114275506,0.75,2.4109624715408187e-70
7083,150.0,198.9,0.0,0.1882,0.02776319114275506,1.0,2.8156248941484487e-65
7084,150.0,198.9,0.0,0.1882,0.16424854217092363,0.25,9.515130732434056e-05
7085,150.0,198.9,0.0,0.1882,0.16424854217092363,0.5,0.003052867426302537
7086,150.0,198.9,0.0,0.1882,0.16424854217092363,0.75,0.009500285160455675
7087,150.0,198.9,0.0,0.1882,0.16424854217092363,1.0,0.015792706639885683
7088,150.0,198.9,0.0,0.1882,0.26544998329566,0.25,0.04758571358616478
7089,150.0,198.9,0.0,0.1882,0.26544998329566,0.5,0.2585094526744767
7090,150.0,198.9,0.0,0.1882,0.26544998329566,0.75,0.4731979883332896
7091,150.0,198.9,0.0,0.1882,0.26544998329566,1.0,0.6348597874682834
7092,150.0,198.9,0.0,0.1882,0.3874180606791659,0.25,0.5962264992259916
7093,150.0,198.9,0.0,0.1882,0.3874180606791659,0.5,1.7427702378592924
7094,150.0,198.9,0.0,0.1882,0.3874180606791659,0.75,2.640258673557402
7095,150.0,198.9,0.0,0.1882,0.3874180606791659,1.0,3.277572112470267
7096,150.0,198.9,0.0,0.1882,0.7066863283197075,0.25,5.592533557133399
7097,150.0,198.9,0.0,0.1882,0.7066863283197075,0.5,10.553524659218251
7098,150.0,198.9,0.0,0.1882,0.7066863283197075,0.75,13.903589774731458
7099,150.0,198.9,0.0,0.1882,0.7066863283197075,1.0,16.247846621298898
7100,150.0,198.9,0.0,0.0118,0.02776319114275506,0.25,5.5764138563164765e-95
7101,150.0,198.9,0.0,0.0118,0.02776319114275506,0.5,1.085031720253225e-49
7102,150.0,198.9,0.0,0.0118,0.02776319114275506,0.75,1.7014353988549187e-34
7103,150.0,198.9,0.0,0.0118,0.02776319114275506,1.0,7.465459277263063e-27
7104,150.0,198.9,0.0,0.0118,0.16424854217092363,0.25,0.0009257404231794361
7105,150.0,198.9,0.0,0.0118,0.16424854217092363,0.5,0.04254070664791109
7106,150.0,198.9,0.0,0.0118,0.16424854217092363,0.75,0.18312655997097418
7107,150.0,198.9,0.0,0.0118,0.16424854217092363,1.0,0.4120455676265603
7108,150.0,198.9,0.0,0.0118,0.26544998329566,0.25,0.12926917906255997
7109,150.0,198.9,0.0,0.0118,0.26544998329566,0.5,0.8720889718688628
7110,150.0,198.9,0.0,0.0118,0.26544998329566,0.75,1.9255235318143682
7111,150.0,198.9,0.0,0.0118,0.26544998329566,1.0,3.0643177773154227
7112,150.0,198.9,0.0,0.0118,0.3874180606791659,0.25,1.040111480102837
7113,150.0,198.9,0.0,0.0118,0.3874180606791659,0.5,3.538317063854388
7114,150.0,198.9,0.0,0.0118,0.3874180606791659,0.75,6.097096650488174
7115,150.0,198.9,0.0,0.0118,0.3874180606791659,1.0,8.501208856939556
7116,150.0,198.9,0.0,0.0118,0.7066863283197075,0.25,7.17042693828941
7117,150.0,198.9,0.0,0.0118,0.7066863283197075,0.5,14.83105291454199
7118,150.0,198.9,0.0,0.0118,0.7066863283197075,0.75,21.121993758602823
7119,150.0,198.9,0.0,0.0118,0.7066863283197075,1.0,26.491106085245658
7120,150.0,198.9,0.0,0.0559,0.02776319114275506,0.25,3.0888130202419458e-102
7121,150.0,198.9,0.0,0.0559,0.02776319114275506,0.5,3.433093243659105e-57
7122,150.0,198.9,0.0,0.0559,0.02776319114275506,0.75,3.088892425830903e-42
7123,150.0,198.9,0.0,0.0559,0.02776319114275506,1.0,7.807389516828149e-35
7124,150.0,198.9,0.0,0.0559,0.16424854217092363,0.25,0.0005371867467116532
7125,150.0,198.9,0.0,0.0559,0.16424854217092363,0.5,0.023078736437649225
7126,150.0,198.9,0.0,0.0559,0.16424854217092363,0.75,0.09363023000959708
7127,150.0,198.9,0.0,0.0559,0.16424854217092363,1.0,0.19957396865376809
7128,150.0,198.9,0.0,0.0559,0.26544998329566,0.25,0.1015708007215285
7129,150.0,198.9,0.0,0.0559,0.26544998329566,0.5,0.6542025601926615
7130,150.0,198.9,0.0,0.0559,0.26544998329566,0.75,1.3888188595530744
7131,150.0,198.9,0.0,0.0559,0.26544998329566,1.0,2.13381670823486
7132,150.0,198.9,0.0,0.0559,0.3874180606791659,0.25,0.90847950804886
7133,150.0,198.9,0.0,0.0559,0.3874180606791659,0.5,2.9856712834093027
7134,150.0,198.9,0.0,0.0559,0.3874180606791659,0.75,4.998450199040057
7135,150.0,198.9,0.0,0.0559,0.3874180606791659,1.0,6.792232545273778
7136,150.0,198.9,0.0,0.0559,0.7066863283197075,0.25,6.745370588754731
7137,150.0,198.9,0.0,0.0559,0.7066863283197075,0.5,13.648270789471237
7138,150.0,198.9,0.0,0.0559,0.7066863283197075,0.75,19.079934867773133
7139,150.0,198.9,0.0,0.0559,0.7066863283197075,1.0,23.531876275609886
7140,150.0,198.9,0.0,0.09999999999999999,0.02776319114275506,0.25,9.129879921611552e-110
7141,150.0,198.9,0.0,0.09999999999999999,0.02776319114275506,0.5,3.1066284641425037e-65
7142,150.0,198.9,0.0,0.09999999999999999,0.02776319114275506,0.75,8.622276217745693e-51
7143,150.0,198.9,0.0,0.09999999999999999,0.02776319114275506,1.0,6.764405728939957e-44
7144,150.0,198.9,0.0,0.09999999999999999,0.16424854217092363,0.25,0.0003066770163442352
7145,150.0,198.9,0.0,0.09999999999999999,0.16424854217092363,0.5,0.01213665748254828
7146,150.0,198.9,0.0,0.09999999999999999,0.16424854217092363,0.75,0.04574644012142312
7147,150.0,198.9,0.0,0.09999999999999999,0.16424854217092363,1.0,0.09108624743162226
7148,150.0,198.9,0.0,0.09999999999999999,0.26544998329566,0.25,0.07934776740607034
7149,150.0,198.9,0.0,0.09999999999999999,0.26544998329566,0.5,0.48542587706440354
7150,150.0,198.9,0.0,0.09999999999999999,0.26544998329566,0.75,0.9859258588712735
7151,150.0,198.9,0.0,0.09999999999999999,0.26544998329566,1.0,1.4553236269690033
7152,150.0,198.9,0.0,0.09999999999999999,0.3874180606791659,0.25,0.7915053217207764
7153,150.0,198.9,0.0,0.09999999999999999,0.3874180606791659,0.5,2.5073493526959854
7154,150.0,198.9,0.0,0.09999999999999999,0.3874180606791659,0.75,4.069372122467053
7155,150.0,198.9,0.0,0.09999999999999999,0.3874180606791659,1.0,5.37761454864955
7156,150.0,198.9,0.0,0.09999999999999999,0.7066863283197075,0.25,6.341196054813746
7157,150.0,198.9,0.0,0.09999999999999999,0.7066863283197075,0.5,12.543558443224287
7158,150.0,198.9,0.0,0.09999999999999999,0.7066863283197075,0.75,17.20269887265417
7159,150.0,198.9,0.0,0.09999999999999999,0.7066863283197075,1.0,20.85142944402484
7160,150.0,198.9,0.0,0.1441,0.02776319114275506,0.25,1.4397712204420805e-117
7161,150.0,198.9,0.0,0.1441,0.02776319114275506,0.5,8.030144828823364e-74
7162,150.0,198.9,0.0,0.1441,0.02776319114275506,0.75,3.688037828497255e-60
7163,150.0,198.9,0.0,0.1441,0.02776319114275506,1.0,4.8226980501483103e-54
7164,150.0,198.9,0.0,0.1441,0.16424854217092363,0.25,0.00017223523958629104
7165,150.0,198.9,0.0,0.1441,0.16424854217092363,0.5,0.006184595303784123
7166,150.0,198.9,0.0,0.1441,0.16424854217092363,0.75,0.02134186617832039
7167,150.0,198.9,0.0,0.1441,0.16424854217092363,1.0,0.039120757033903296
7168,150.0,198.9,0.0,0.1441,0.26544998329566,0.25,0.0616276936722038
7169,150.0,198.9,0.0,0.1441,0.26544998329566,0.5,0.3562300639541859
7170,150.0,198.9,0.0,0.1441,0.26544998329566,0.75,0.6886785156335463
7171,150.0,198.9,0.0,0.1441,0.26544998329566,1.0,0.9716975763154027
7172,150.0,198.9,0.0,0.1441,0.3874180606791659,0.25,0.6878414790855373
7173,150.0,198.9,0.0,0.1441,0.3874180606791659,0.5,2.0955077095577592
7174,150.0,198.9,0.0,0.1441,0.3874180606791659,0.75,3.289633871162336
7175,150.0,198.9,0.0,0.1441,0.3874180606791659,1.0,4.218219453657291
7176,150.0,198.9,0.0,0.1441,0.7066863283197075,0.25,5.957161224624359
7177,150.0,198.9,0.0,0.1441,0.7066863283197075,0.5,11.513194989748278
7178,150.0,198.9,0.0,0.1441,0.7066863283197075,0.75,15.48044359697689
7179,150.0,198.9,0.0,0.1441,0.7066863283197075,1.0,18.42981893931824
7180,150.0,198.9,0.0,0.1882,0.02776319114275506,0.25,1.2111647322110587e-125
7181,150.0,198.9,0.0,0.1882,0.02776319114275506,0.5,5.9231157647539656e-83
7182,150.0,198.9,0.0,0.1882,0.02776319114275506,0.75,2.4109624715408187e-70
7183,150.0,198.9,0.0,0.1882,0.02776319114275506,1.0,2.8156248941484487e-65
7184,150.0,198.9,0.0,0.1882,0.16424854217092363,0.25,9.515130732434056e-05
7185,150.0,198.9,0.0,0.1882,0.16424854217092363,0.5,0.003052867426302537
7186,150.0,198.9,0.0,0.1882,0.16424854217092363,0.75,0.009500285160455675
7187,150.0,198.9,0.0,0.1882,0.16424854217092363,1.0,0.015792706639885683
7188,150.0,198.9,0.0,0.1882,0.26544998329566,0.25,0.04758571358616478
7189,150.0,198.9,0.0,0.1882,0.26544998329566,0.5,0.2585094526744767
7190,150.0,198.9,0.0,0.1882,0.26544998329566,0.75,0.4731979883332896
