,K,S,q,r,sigma,t,price
3803,101.0,145.0,0.0,0.0118,0.02776319114275506,1.0,3.784338966242168e-42
3804,101.0,145.0,0.0,0.0118,0.16424854217092363,0.25,9.255302389023023e-06
3805,101.0,145.0,0.0,0.0118,0.16424854217092363,0.5,0.002956801953598705
3806,101.0,145.0,0.0,0.0118,0.16424854217092363,0.75,0.024683475236516764
3807,101.0,145.0,0.0,0.0118,0.16424854217092363,1.0,0.07796254517565988
3808,101.0,145.0,0.0,0.0118,0.26544998329566,0.25,0.014550331849962616
3809,101.0,145.0,0.0,0.0118,0.26544998329566,0.5,0.2143275134498764
3810,101.0,145.0,0.0,0.0118,0.26544998329566,0.75,0.6234266042246972
3811,101.0,145.0,0.0,0.0118,0.26544998329566,1.0,1.1465953495788614
3812,101.0,145.0,0.0,0.0118,0.3874180606791659,0.25,0.2701135096671187
3813,101.0,145.0,0.0,0.0118,0.3874180606791659,0.5,1.3677538091686778
3814,101.0,145.0,0.0,0.0118,0.3874180606791659,0.75,2.725809329416713
3815,101.0,145.0,0.0,0.0118,0.3874180606791659,1.0,4.1093536278968905
3816,101.0,145.0,0.0,0.0118,0.7066863283197075,0.25,3.3140802012312687
3817,101.0,145.0,0.0,0.0118,0.7066863283197075,0.5,7.965358908754331
3818,101.0,145.0,0.0,0.0118,0.7066863283197075,0.75,12.023013948255413
3819,101.0,145.0,0.0,0.0118,0.7066863283197075,1.0,15.573301625173805
3820,101.0,145.0,0.0,0.0559,0.02776319114275506,0.25,9.830547438152997e-163
3821,101.0,145.0,0.0,0.0559,0.02776319114275506,0.5,7.330525410371537e-89
3822,101.0,145.0,0.0,0.0559,0.02776319114275506,0.75,2.7125057642929945e-64
3823,101.0,145.0,0.0,0.0559,0.02776319114275506,1.0,4.431400028074863e-52
3824,101.0,145.0,0.0,0.0559,0.16424854217092363,0.25,4.767617395198359e-06
3825,101.0,145.0,0.0,0.0559,0.16424854217092363,0.5,0.0014316121285910535
3826,101.0,145.0,0.0,0.0559,0.16424854217092363,0.75,0.011301259664476026
3827,101.0,145.0,0.0,0.0559,0.16424854217092363,1.0,0.033893972642164656
3828,101.0,145.0,0.0,0.0559,0.26544998329566,0.25,0.01095792338203437
3829,101.0,145.0,0.0,0.0559,0.26544998329566,0.5,0.1544774561618261
3830,101.0,145.0,0.0,0.0559,0.26544998329566,0.75,0.43261224223759803
3831,101.0,145.0,0.0,0.0559,0.26544998329566,1.0,0.7688293282937045
3832,101.0,145.0,0.0,0.0559,0.3874180606791659,0.25,0.23158850715436125
3833,101.0,145.0,0.0,0.0559,0.3874180606791659,0.5,1.1341397045610102
3834,101.0,145.0,0.0,0.0559,0.3874180606791659,0.75,2.1971852945075607
3835,101.0,145.0,0.0,0.0559,0.3874180606791659,1.0,3.2293927351372744
3836,101.0,145.0,0.0,0.0559,0.7066863283197075,0.25,3.102104934704453
3837,101.0,145.0,0.0,0.0559,0.7066863283197075,0.5,7.295560449167706
3838,101.0,145.0,0.0,0.0559,0.7066863283197075,0.75,10.810913726182651
3839,101.0,145.0,0.0,0.0559,0.7066863283197075,1.0,13.771600473401987
3840,101.0,145.0,0.0,0.09999999999999999,0.02776319114275506,0.25,3.1312788542731285e-172
3841,101.0,145.0,0.0,0.09999999999999999,0.02776319114275506,0.5,7.2312728683990795e-99
3842,101.0,145.0,0.0,0.09999999999999999,0.02776319114275506,0.75,8.3283153765862515e-75
3843,101.0,145.0,0.0,0.09999999999999999,0.02776319114275506,1.0,4.2528998163663506e-63
3844,101.0,145.0,0.0,0.09999999999999999,0.16424854217092363,0.25,2.4150284141669673e-06
3845,101.0,145.0,0.0,0.09999999999999999,0.16424854217092363,0.5,0.0006711401969860606
3846,101.0,145.0,0.0,0.09999999999999999,0.16424854217092363,0.75,0.004935870270816858
3847,101.0,145.0,0.0,0.09999999999999999,0.16424854217092363,1.0,0.013853188908395046
3848,101.0,145.0,0.0,0.09999999999999999,0.26544998329566,0.25,0.008202953529555078
3849,101.0,145.0,0.0,0.09999999999999999,0.26544998329566,0.5,0.11007869243976007
3850,101.0,145.0,0.0,0.09999999999999999,0.26544998329566,0.75,0.29527089528691286
3851,101.0,145.0,0.0,0.09999999999999999,0.26544998329566,1.0,0.5045011003978076
3852,101.0,145.0,0.0,0.09999999999999999,0.3874180606791659,0.25,0.19803439551288365
3853,101.0,145.0,0.0,0.09999999999999999,0.3874180606791659,0.5,0.9357575654616145
3854,101.0,145.0,0.0,0.09999999999999999,0.3874180606791659,0.75,1.758318012454005
3855,101.0,145.0,0.0,0.09999999999999999,0.3874180606791659,1.0,2.514010665042101
3856,101.0,145.0,0.0,0.09999999999999999,0.7066863283197075,0.25,2.901632220949329
3857,101.0,145.0,0.0,0.09999999999999999,0.7066863283197075,0.5,6.6731374530208125
3858,101.0,145.0,0.0,0.09999999999999999,0.7066863283197075,0.75,9.702062546299445
3859,101.0,145.0,0.0,0.09999999999999999,0.7066863283197075,1.0,12.147331261897506
3860,101.0,145.0,0.0,0.1441,0.02776319114275506,0.25,5.3164256343248685e-182
3861,101.0,145.0,0.0,0.1441,0.02776319114275506,0.5,2.0316619540983697e-109
3862,101.0,145.0,0.0,0.1441,0.02776319114275506,0.75,3.897409902688044e-86
3863,101.0,145.0,0.0,0.1441,0.02776319114275506,1.0,3.332449005764797e-75
3864,101.0,145.0,0.0,0.1441,0.16424854217092363,0.25,1.2029030654680263e-06
3865,101.0,145.0,0.0,0.1441,0.16424854217092363,0.5,0.00030456182789300086
3866,101.0,145.0,0.0,0.1441,0.16424854217092363,0.75,0.0020552187957897255
3867,101.0,145.0,0.0,0.1441,0.16424854217092363,1.0,0.0053175261043120195
3868,101.0,145.0,0.0,0.1441,0.26544998329566,0.25,0.006103607550111269
3869,101.0,145.0,0.0,0.1441,0.26544998329566,0.5,0.07754289372099347
3870,101.0,145.0,0.0,0.1441,0.26544998329566,0.75,0.19817217317694297
3871,101.0,145.0,0.0,0.1441,0.26544998329566,1.0,0.32383594690245854
3872,101.0,145.0,0.0,0.1441,0.3874180606791659,0.25,0.16889272634180252
3873,101.0,145.0,0.0,0.1441,0.3874180606791659,0.5,0.76820229536827
3874,101.0,145.0,0.0,0.1441,0.3874180606791659,0.75,1.396823067055198
3875,101.0,145.0,0.0,0.1441,0.3874180606791659,1.0,1.9383700568477142
3876,101.0,145.0,0.0,0.1441,0.7066863283197075,0.25,2.7121834615973426
3877,101.0,145.0,0.0,0.1441,0.7066863283197075,0.5,6.095571413992592
3878,101.0,145.0,0.0,0.1441,0.7066863283197075,0.75,8.689770034610735
3879,101.0,145.0,0.0,0.1441,0.7066863283197075,1.0,10.686954111457267
3880,101.0,145.0,0.0,0.1882,0.02776319114275506,0.25,4.810983820894244e-192
3881,101.0,145.0,0.0,0.1882,0.02776319114275506,0.5,1.62482582815536e-120
3882,101.0,145.0,0.0,0.1882,0.02776319114275506,0.75,2.7757462676380384e-98
3883,101.0,145.0,0.0,0.1882,0.02776319114275506,1.0,2.1257816550544807e-88
3884,101.0,145.0,0.0,0.1882,0.16424854217092363,0.25,5.891220866845177e-07
3885,101.0,145.0,0.0,0.1882,0.16424854217092363,0.5,0.00013375536723076438
3886,101.0,145.0,0.0,0.1882,0.16424854217092363,0.75,0.0008154156121082079
3887,101.0,145.0,0.0,0.1882,0.16424854217092363,1.0,0.0019151438595081138
3888,101.0,145.0,0.0,0.1882,0.26544998329566,0.25,0.004514041373724045
3889,101.0,145.0,0.0,0.1882,0.26544998329566,0.5,0.053992552006268
3890,101.0,145.0,0.0,0.1882,0.26544998329566,0.75,0.13075679176809296
3891,101.0,145.0,0.0,0.1882,0.26544998329566,1.0,0.20325980017598166
3892,101.0,145.0,0.0,0.1882,0.3874180606791659,0.25,0.14365538351510782
3893,101.0,145.0,0.0,0.1882,0.3874180606791659,0.5,0.6274534016218654
3894,101.0,145.0,0.0,0.1882,0.3874180606791659,0.75,1.101423703082858
3895,101.0,145.0,0.0,0.1882,0.3874180606791659,1.0,1.479987063111675
3896,101.0,145.0,0.0,0.1882,0.7066863283197075,0.25,2.5332905850025544
3897,101.0,145.0,0.0,0.1882,0.7066863283197075,0.5,5.560408002204061
3898,101.0,145.0,0.0,0.1882,0.7066863283197075,0.75,7.767570276175788
3899,101.0,145.0,0.0,0.1882,0.7066863283197075,1.0,9.377517762152841
3900,101.0,145.0,0.0,0.0118,0.02776319114275506,0.25,1.6452380496289096e-153
3901,101.0,145.0,0.0,0.0118,0.02776319114275506,0.5,2.117831470330141e-79
3902,101.0,145.0,0.0,0.0118,0.02776319114275506,0.75,1.349037867377077e-54
3903,101.0,145.0,0.0,0.0118,0.02776319114275506,1.0,3.784338966242168e-42
3904,101.0,145.0,0.0,0.0118,0.16424854217092363,0.25,9.255302389023023e-06
3905,101.0,145.0,0.0,0.0118,0.16424854217092363,0.5,0.002956801953598705
3906,101.0,145.0,0.0,0.0118,0.16424854217092363,0.75,0.024683475236516764
3907,101.0,145.0,0.0,0.0118,0.16424854217092363,1.0,0.07796254517565988
3908,101.0,145.0,0.0,0.0118,0.26544998329566,0.25,0.014550331849962616
3909,101.0,145.0,0.0,0.0118,0.26544998329566,0.5,0.2143275134498764
3910,101.0,145.0,0.0,0.0118,0.26544998329566,0.75,0.6234266042246972
3911,101.0,145.0,0.0,0.0118,0.26544998329566,1.0,1.1465953495788614
3912,101.0,145.0,0.0,0.0118,0.3874180606791659,0.25,0.2701135096671187
3913,101.0,145.0,0.0,0.0118,0.3874180606791659,0.5,1.3677538091686778
3914,101.0,145.0,0.0,0.0118,0.3874180606791659,0.75,2.725809329416713
3915,101.0,145.0,0.0,0.0118,0.3874180606791659,1.0,4.1093536278968905
3916,101.0,145.0,0.0,0.0118,0.7066863283197075,0.25,3.3140802012312687
3917,101.0,145.0,0.0,0.0118,0.7066863283197075,0.5,7.965358908754331
3918,101.0,145.0,0.0,0.0118,0.7066863283197075,0.75,12.023013948255413
3919,101.0,145.0,0.0,0.0118,0.7066863283197075,1.0,15.573301625173805
3920,101.0,145.0,0.0,0.0559,0.02776319114275506,0.25,9.830547438152997e-163
3921,101.0,145.0,0.0,0.0559,0.02776319114275506,0.5,7.330525410371537e-89
3922,101.0,145.0,0.0,0.0559,0.02776319114275506,0.75,2.7125057642929945e-64
3923,101.0,145.0,0.0,0.0559,0.02776319114275506,1.0,4.431400028074863e-52
3924,101.0,145.0,0.0,0.0559,0.16424854217092363,0.25,4.767617395198359e-06
3925,101.0,145.0,0.0,0.0559,0.16424854217092363,0.5,0.0014316121285910535
3926,101.0,145.0,0.0,0.0559,0.16424854217092363,0.75,0.011301259664476026
3927,101.0,145.0,0.0,0.0559,0.16424854217092363,1.0,0.033893972642164656
3928,101.0,145.0,0.0,0.0559,0.26544998329566,0.25,0.01095792338203437
3929,101.0,145.0,0.0,0.0559,0.26544998329566,0.5,0.1544774561618261
3930,101.0,145.0,0.0,0.0559,0.26544998329566,0.75,0.43261224223759803
3931,101.0,145.0,0.0,0.0559,0.26544998329566,1.0,0.7688293282937045
3932,101.0,145.0,0.0,0.0559,0.3874180606791659,0.25,0.23158850715436125
3933,101.0,145.0,0.0,0.0559,0.3874180606791659,0.5,1.1341397045610102
3934,101.0,145.0,0.0,0.0559,0.3874180606791659,0.75,2.1971852945075607
3935,101.0,145.0,0.0,0.0559,0.3874180606791659,1.0,3.2293927351372744
3936,101.0,145.0,0.0,0.0559,0.7066863283197075,0.25,3.102104934704453
3937,101.0,145.0,0.0,0.0559,0.7066863283197075,0.5,7.295560449167706
3938,101.0,145.0,0.0,0.0559,0.7066863283197075,0.75,10.810913726182651
3939,101.0,145.0,0.0,0.0559,0.7066863283197075,1.0,13.771600473401987
3940,101.0,145.0,0.0,0.09999999999999999,0.02776319114275506,0.25,3.1312788542731285e-172
3941,101.0,145.0,0.0,0.09999999999999999,0.02776319114275506,0.5,7.2312728683990795e-99
3942,101.0,145.0,0.0,0.09999999999999999,0.02776319114275506,0.75,8.3283153765862515e-75
3943,101.0,145.0,0.0,0.09999999999999999,0.02776319114275506,1.0,4.2528998163663506e-63
3944,101.0,145.0,0.0,0.09999999999999999,0.16424854217092363,0.25,2.4150284141669673e-06
3945,101.0,145.0,0.0,0.09999999999999999,0.16424854217092363,0.5,0.0006711401969860606
3946,101.0,145.0,0.0,0.09999999999999999,0.16424854217092363,0.75,0.004935870270816858
3947,101.0,145.0,0.0,0.09999999999999999,0.16424854217092363,1.0,0.013853188908395046
3948,101.0,145.0,0.0,0.09999999999999999,0.26544998329566,0.25,0.008202953529555078
3949,101.0,145.0,0.0,0.09999999999999999,0.26544998329566,0.5,0.11007869243976007
3950,101.0,145.0,0.0,0.09999999999999999,0.26544998329566,0.75,0.29527089528691286
3951,101.0,145.0,0.0,0.09999999999999999,0.26544998329566,1.0,0.5045011003978076
3952,101.0,145.0,0.0,0.09999999999999999,0.3874180606791659,0.25,0.19803439551288365
3953,101.0,145.0,0.0,0.09999999999999999,0.3874180606791659,0.5,0.9357575654616145
3954,101.0,145.0,0.0,0.09999999999999999,0.3874180606791659,0.75,1.758318012454005
3955,101.0,145.0,0.0,0.09999999999999999,0.3874180606791659,1.0,2.514010665042101
3956,101.0,145.0,0.0,0.09999999999999999,0.7066863283197075,0.25,2.901632220949329
3957,101.0,145.0,0.0,0.09999999999999999,0.7066863283197075,0.5,6.6731374530208125
3958,101.0,145.0,0.0,0.09999999999999999,0.7066863283197075,0.75,9.702062546299445
3959,101.0,145.0,0.0,0.09999999999999999,0.7066863283197075,1.0,12.147331261897506
3960,101.0,145.0,0.0,0.1441,0.02776319114275506,0.25,5.3164256343248685e-182
3961,101.0,145.0,0.0,0.1441,0.02776319114275506,0.5,2.0316619540983697e-109
3962,101.0,145.0,0.0,0.1441,0.02776319114275506,0.75,3.897409902688044e-86
3963,101.0,145.0,0.0,0.1441,0.02776319114275506,1.0,3.332449005764797e-75
3964,101.0,145.0,0.0,0.1441,0.16424854217092363,0.25,1.2029030654680263e-06
3965,101.0,145.0,0.0,0.1441,0.16424854217092363,0.5,0.00030456182789300086
3966,101.0,145.0,0.0,0.1441,0.16424854217092363,0.75,0.0020552187957897255
3967,101.0,145.0,0.0,0.1441,0.16424854217092363,1.0,0.0053175261043120195
3968,101.0,145.0,0.0,0.1441,0.26544998329566,0.25,0.006103607550111269
3969,101.0,145.0,0.0,0.1441,0.26544998329566,0.5,0.07754289372099347
3970,101.0,145.0,0.0,0.1441,0.26544998329566,0.75,0.19817217317694297
3971,101.0,145.0,0.0,0.1441,0.26544998329566,1.0,0.32383594690245854
3972,101.0,145.0,0.0,0.1441,0.3874180606791659,0.25,0.16889272634180252
3973,101.0,145.0,0.0,0.1441,0.3874180606791659,0.5,0.76820229536827
3974,101.0,145.0,0.0,0.1441,0.3874180606791659,0.75,1.396823067055198
3975,101.0,145.0,0.0,0.1441,0.3874180606791659,1.0,1.9383700568477142
3976,101.0,145.0,0.0,0.1441,0.7066863283197075,0.25,2.7121834615973426
3977,101.0,145.0,0.0,0.1441,0.7066863283197075,0.5,6.095571413992592
3978,101.0,145.0,0.0,0.1441,0.7066863283197075,0.75,8.689770034610735
3979,101.0,145.0,0.0,0.1441,0.7066863283197075,1.0,10.686954111457267
3980,101.0,145.0,0.0,0.1882,0.02776319114275506,0.25,4.810983820894244e-192
3981,101.0,145.0,0.0,0.1882,0.02776319114275506,0.5,1.62482582815536e-120
3982,101.0,145.0,0.0,0.1882,0.02776319114275506,0.75,2.7757462676380384e-98
3983,101.0,145.0,0.0,0.1882,0.02776319114275506,1.0,2.1257816550544807e-88
3984,101.0,145.0,0.0,0.1882,0.16424854217092363,0.25,5.891220866845177e-07
3985,101.0,145.0,0.0,0.1882,0.16424854217092363,0.5,0.00013375536723076438
3986,101.0,145.0,0.0,0.1882,0.16424854217092363,0.75,0.0008154156121082079
3987,101.0,145.0,0.0,0.1882,0.16424854217092363,1.0,0.0019151438595081138
3988,101.0,145.0,0.0,0.1882,0.26544998329566,0.25,0.004514041373724045
3989,101.0,145.0,0.0,0.1882,0.26544998329566,0.5,0.053992552006268
3990,101.0,145.0,0.0,0.1882,0.26544998329566,0.75,0.13075679176809296
3991,101.0,145.0,0.0,0.1882,0.26544998329566,1.0,0.20325980017598166
3992,101.0,145.0,0.0,0.1882,0.3874180606791659,0.25,0.14365538351510782
3993,101.0,145.0,0.0,0.1882,0.3874180606791659,0.5,0.6274534016218654
3994,101.0,145.0,0.0,0.1882,0.3874180606791659,0.75,1.101423703082858
3995,101.0,145.0,0.0,0.1882,0.3874180606791659,1.0,1.479987063111675
3996,101.0,145.0,0.0,0.1882,0.7066863283197075,0.25,2.5332905850025544
3997,101.0,145.0,0.0,0.1882,0.7066863283197075,0.5,5.560408002204061
3998,101.0,145.0,0.0,0.1882,0.7066863283197075,0.75,7.767570276175788
3999,101.0,145.0,0.0,0.1882,0.7066863283197075,1.0,9.377517762152841
4000,101.0,171.95,0.0,0.0118,0.02776319114275506,0.25,0.0
4001,101.0,171.95,0.0,0.0118,0.02776319114275506,0.5,1.1526940334887003e-166
4002,101.0,171.95,0.0,0.0118,0.02776319114275506,0.75,3.03295081542161e-113
4003,101.0,171.95,0.0,0.0118,0.02776319114275506,1.0,1.7350404358502032e-86
4004,101.0,171.95,0.0,0.0118,0.16424854217092363,0.25,5.771656505720955e-11
4005,101.0,171.95,0.0,0.0118,0.16424854217092363,0.5,5.494986687855329e-06
4006,101.0,171.95,0.0,0.0118,0.16424854217092363,0.75,0.00031314986686082724
4007,101.0,171.95,0.0,0.0118,0.16424854217092363,1.0,0.002615147360868035
4008,101.0,171.95,0.0,0.0118,0.26544998329566,0.25,0.00010843762756210854
4009,101.0,171.95,0.0,0.0118,0.26544998329566,0.5,0.014946694682101852
4010,101.0,171.95,0.0,0.0118,0.26544998329566,0.75,0.09392535253790776
4011,101.0,171.95,0.0,0.0118,0.26544998329566,1.0,0.25695503732573394
4012,101.0,171.95,0.0,0.0118,0.3874180606791659,0.25,0.02193500259481303
4013,101.0,171.95,0.0,0.0118,0.3874180606791659,0.5,0.3340865079824146
4014,101.0,171.95,0.0,0.0118,0.3874180606791659,0.75,0.983638461790956
4015,101.0,171.95,0.0,0.0118,0.3874180606791659,1.0,1.8209521040046985
4016,101.0,171.95,0.0,0.0118,0.7066863283197075,0.25,1.3043005106622252
4017,101.0,171.95,0.0,0.0118,0.7066863283197075,0.5,4.62310486342443
4018,101.0,171.95,0.0,0.0118,0.7066863283197075,0.75,8.072354406417844
4019,101.0,171.95,0.0,0.0118,0.7066863283197075,1.0,11.31936580136152
4020,101.0,171.95,0.0,0.0559,0.02776319114275506,0.25,0.0
4021,101.0,171.95,0.0,0.0559,0.02776319114275506,0.5,2.4023801831699807e-180
4022,101.0,171.95,0.0,0.0559,0.02776319114275506,0.75,3.729230250685539e-127
4023,101.0,171.95,0.0,0.0559,0.02776319114275506,1.0,1.2601572170479376e-100
4024,101.0,171.95,0.0,0.0559,0.16424854217092363,0.25,2.2829702419653656e-11
4025,101.0,171.95,0.0,0.0559,0.16424854217092363,0.5,2.061434884545289e-06
4026,101.0,171.95,0.0,0.0559,0.16424854217092363,0.75,0.00011179537921797683
4027,101.0,171.95,0.0,0.0559,0.16424854217092363,1.0,0.000890748969732846
4028,101.0,171.95,0.0,0.0559,0.26544998329566,0.25,7.421181390950317e-05
4029,101.0,171.95,0.0,0.0559,0.26544998329566,0.5,0.0098377320299764
4030,101.0,171.95,0.0,0.0559,0.26544998329566,0.75,0.05969722106155367
4031,101.0,171.95,0.0,0.0559,0.26544998329566,1.0,0.1581363170107867
4032,101.0,171.95,0.0,0.0559,0.3874180606791659,0.25,0.01802837823782846
4033,101.0,171.95,0.0,0.0559,0.3874180606791659,0.5,0.2662289132435522
4034,101.0,171.95,0.0,0.0559,0.3874180606791659,0.75,0.7630418263045294
4035,101.0,171.95,0.0,0.0559,0.3874180606791659,1.0,1.3784395082623662
4036,101.0,171.95,0.0,0.0559,0.7066863283197075,0.25,1.20711343504901
4037,101.0,171.95,0.0,0.0559,0.7066863283197075,0.5,4.18946850133616
4038,101.0,171.95,0.0,0.0559,0.7066863283197075,0.75,7.184168225464546
4039,101.0,171.95,0.0,0.0559,0.7066863283197075,1.0,9.909636254030996
4040,101.0,171.95,0.0,0.09999999999999999,0.02776319114275506,0.25,0.0
4041,101.0,171.95,0.0,0.09999999999999999,0.02776319114275506,0.5,1.422371565282811e-194
4042,101.0,171.95,0.0,0.09999999999999999,0.02776319114275506,0.75,6.956376248698211e-142
4043,101.0,171.95,0.0,0.09999999999999999,0.02776319114275506,1.0,7.422751757842623e-116
4044,101.0,171.95,0.0,0.09999999999999999,0.16424854217092363,0.25,8.875026062723929e-12
4045,101.0,171.95,0.0,0.09999999999999999,0.16424854217092363,0.5,7.476729311123417e-07
4046,101.0,171.95,0.0,0.09999999999999999,0.16424854217092363,0.75,3.7978918771602636e-05
4047,101.0,171.95,0.0,0.09999999999999999,0.16424854217092363,1.0,0.0002842670651575131
4048,101.0,171.95,0.0,0.09999999999999999,0.26544998329566,0.25,5.046715529582583e-05
4049,101.0,171.95,0.0,0.09999999999999999,0.26544998329566,0.5,0.006396964495711703
4050,101.0,171.95,0.0,0.09999999999999999,0.26544998329566,0.75,0.03727789817985677
4051,101.0,171.95,0.0,0.09999999999999999,0.26544998329566,1.0,0.09510263479301681
4052,101.0,171.95,0.0,0.09999999999999999,0.3874180606791659,0.25,0.014775753365551049
4053,101.0,171.95,0.0,0.09999999999999999,0.3874180606791659,0.5,0.21102575641315052
4054,101.0,171.95,0.0,0.09999999999999999,0.3874180606791659,0.75,0.5873594284790831
4055,101.0,171.95,0.0,0.09999999999999999,0.3874180606791659,1.0,1.0330107021627275
4056,101.0,171.95,0.0,0.09999999999999999,0.7066863283197075,0.25,1.116320012688501
4057,101.0,171.95,0.0,0.09999999999999999,0.7066863283197075,0.5,3.7910963665560664
4058,101.0,171.95,0.0,0.09999999999999999,0.7066863283197075,0.75,6.38051652463508
4059,101.0,171.95,0.0,0.09999999999999999,0.7066863283197075,1.0,8.652187963777827
4060,101.0,171.95,0.0,0.1441,0.02776319114275506,0.25,0.0
4061,101.0,171.95,0.0,0.1441,0.02776319114275506,0.5,2.3918276652390319e-209
4062,101.0,171.95,0.0,0.1441,0.02776319114275506,0.75,1.9672487254359588e-157
4063,101.0,171.95,0.0,0.1441,0.02776319114275506,1.0,3.54072991948004e-132
4064,101.0,171.95,0.0,0.1441,0.16424854217092363,0.25,3.3907733414873365e-12
4065,101.0,171.95,0.0,0.1441,0.16424854217092363,0.5,2.6214173113183043e-07
4066,101.0,171.95,0.0,0.1441,0.16424854217092363,0.75,1.2273333644359108e-05
4067,101.0,171.95,0.0,0.1441,0.16424854217092363,1.0,8.494428305060199e-05
4068,101.0,171.95,0.0,0.1441,0.26544998329566,0.25,3.410206776626931e-05
4069,101.0,171.95,0.0,0.1441,0.26544998329566,0.5,0.0041091319839589475
4070,101.0,171.95,0.0,0.1441,0.26544998329566,0.75,0.022866532675402354
4071,101.0,171.95,0.0,0.1441,0.26544998329566,1.0,0.05587381650578732
4072,101.0,171.95,0.0,0.1441,0.3874180606791659,0.25,0.01207570812108535
4073,101.0,171.95,0.0,0.1441,0.3874180606791659,0.5,0.1663730619264803
4074,101.0,171.95,0.0,0.1441,0.3874180606791659,0.75,0.4486071014320451
4075,101.0,171.95,0.0,0.1441,0.3874180606791659,1.0,0.7662819717822289
4076,101.0,171.95,0.0,0.1441,0.7066863283197075,0.25,1.0315689910896904
4077,101.0,171.95,0.0,0.1441,0.7066863283197075,0.5,3.4256816249602973
4078,101.0,171.95,0.0,0.1441,0.7066863283197075,0.75,5.654957118994501
4079,101.0,171.95,0.0,0.1441,0.7066863283197075,1.0,7.533767469442187
4080,101.0,171.95,0.0,0.1882,0.02776319114275506,0.25,0.0
4081,101.0,171.95,0.0,0.1882,0.02776319114275506,0.5,1.1421009544436402e-224
4082,101.0,171.95,0.0,0.1882,0.02776319114275506,0.75,8.429355832213322e-174
4083,101.0,171.95,0.0,0.1882,0.02776319114275506,1.0,1.366121654622762e-149
4084,101.0,171.95,0.0,0.1882,0.16424854217092363,0.25,1.2731459870417058e-12
4085,101.0,171.95,0.0,0.1882,0.16424854217092363,0.5,8.883639199911361e-08
4086,101.0,171.95,0.0,0.1882,0.16424854217092363,0.75,3.771831995276514e-06
4087,101.0,171.95,0.0,0.1882,0.16424854217092363,1.0,2.3753909362839364e-05
4088,101.0,171.95,0.0,0.1882,0.26544998329566,0.25,2.289719729672664e-05
4089,101.0,171.95,0.0,0.1882,0.26544998329566,0.5,0.002607313841357318
4090,101.0,171.95,0.0,0.1882,0.26544998329566,0.75,0.013776267947251465
4091,101.0,171.95,0.0,0.1882,0.26544998329566,1.0,0.03205959288025308
4092,101.0,171.95,0.0,0.1882,0.3874180606791659,0.25,0.009841055818095534
4093,101.0,171.95,0.0,0.1882,0.3874180606791659,0.5,0.13046134409659926
4094,101.0,171.95,0.0,0.1882,0.3874180606791659,0.75,0.3399386343795414
4095,101.0,171.95,0.0,0.1882,0.3874180606791659,1.0,0.562575979796257
4096,101.0,171.95,0.0,0.1882,0.7066863283197075,0.25,0.9525231535223291
4097,101.0,171.95,0.0,0.1882,0.7066863283197075,0.5,3.091014999933775
4098,101.0,171.95,0.0,0.1882,0.7066863283197075,0.75,5.001361020669999
4099,101.0,171.95,0.0,0.1882,0.7066863283197075,1.0,6.541876280693391
4100,101.0,171.95,0.0,0.0118,0.02776319114275506,0.25,0.0
4101,101.0,171.95,0.0,0.0118,0.02776319114275506,0.5,1.1526940334887003e-166
4102,101.0,171.95,0.0,0.0118,0.02776319114275506,0.75,3.03295081542161e-113
4103,101.0,171.95,0.0,0.0118,0.02776319114275506,1.0,1.7350404358502032e-86
4104,101.0,171.95,0.0,0.0118,0.16424854217092363,0.25,5.771656505720955e-11
4105,101.0,171.95,0.0,0.0118,0.16424854217092363,0.5,5.494986687855329e-06
4106,101.0,171.95,0.0,0.0118,0.16424854217092363,0.75,0.00031314986686082724
4107,101.0,171.95,0.0,0.0118,0.16424854217092363,1.0,0.002615147360868035
4108,101.0,171.95,0.0,0.0118,0.26544998329566,0.25,0.00010843762756210854
4109,101.0,171.95,0.0,0.0118,0.26544998329566,0.5,0.014946694682101852
4110,101.0,171.95,0.0,0.0118,0.26544998329566,0.75,0.09392535253790776
4111,101.0,171.95,0.0,0.0118,0.26544998329566,1.0,0.25695503732573394
4112,101.0,171.95,0.0,0.0118,0.3874180606791659,0.25,0.02193500259481303
4113,101.0,171.95,0.0,0.0118,0.3874180606791659,0.5,0.3340865079824146
4114,101.0,171.95,0.0,0.0118,0.3874180606791659,0.75,0.983638461790956
4115,101.0,171.95,0.0,0.0118,0.3874180606791659,1.0,1.8209521040046985
4116,101.0,171.95,0.0,0.0118,0.7066863283197075,0.25,1.3043005106622252
4117,101.0,171.95,0.0,0.0118,0.7066863283197075,0.5,4.62310486342443
4118,101.0,171.95,0.0,0.0118,0.7066863283197075,0.75,8.072354406417844
4119,101.0,171.95,0.0,0.0118,0.7066863283197075,1.0,11.31936580136152
4120,101.0,171.95,0.0,0.0559,0.02776319114275506,0.25,0.0
4121,101.0,171.95,0.0,0.0559,0.02776319114275506,0.5,2.4023801831699807e-180
4122,101.0,171.95,0.0,0.0559,0.02776319114275506,0.75,3.729230250685539e-127
4123,101.0,171.95,0.0,0.0559,0.02776319114275506,1.0,1.2601572170479376e-100
4124,101.0,171.95,0.0,0.0559,0.16424854217092363,0.25,2.2829702419653656e-11
4125,101.0,171.95,0.0,0.0559,0.16424854217092363,0.5,2.061434884545289e-06
4126,101.0,171.95,0.0,0.0559,0.16424854217092363,0.75,0.00011179537921797683
4127,101.0,171.95,0.0,0.0559,0.16424854217092363,1.0,0.000890748969732846
