,training loss,relative l2
0,1100.3382568359375,1.0007437467575073
1,1099.418212890625,1.000301718711853
2,1098.625244140625,0.999908447265625
3,1097.8291015625,0.9995130896568298
4,1097.041015625,0.9991117119789124
5,1096.307373046875,0.9987198710441589
6,1095.568603515625,0.9983327388763428
7,1094.741943359375,0.9979209899902344
8,1093.773681640625,0.997450053691864
9,1092.632568359375,0.9968940615653992
10,1091.338134765625,0.9962469935417175
11,1089.9305419921875,0.9955358505249023
12,1088.323486328125,0.9947431087493896
13,1086.5390625,0.9938584566116333
14,1084.449462890625,0.9928414821624756
15,1081.9853515625,0.9916561245918274
16,1079.0875244140625,0.9902589917182922
17,1075.707275390625,0.9886280298233032
18,1071.742919921875,0.9867197871208191
19,1067.1500244140625,0.9844857454299927
20,1061.8704833984375,0.9819059371948242
21,1055.751953125,0.9789217114448547
22,1048.6353759765625,0.975450873374939
23,1040.3836669921875,0.971422016620636
24,1030.840576171875,0.9667370319366455
25,1019.78076171875,0.9612857699394226
26,1006.9510498046875,0.954923689365387
27,992.1484375,0.9475389122962952
28,975.1534423828125,0.9389925003051758
29,955.67919921875,0.9291045069694519
30,933.318115234375,0.917625904083252
31,907.6231689453125,0.9042752385139465
32,878.3184814453125,0.8888384699821472
33,844.96484375,0.8709270358085632
34,807.020751953125,0.8501399159431458
35,764.13818359375,0.8260551691055298
36,715.9407958984375,0.7981834411621094
37,662.1642456054688,0.7659783363342285
38,602.645751953125,0.7288196086883545
39,537.3909301757812,0.6859654784202576
40,466.8775939941406,0.6367290616035461
41,392.0382385253906,0.5803790092468262
42,314.4002380371094,0.5162086486816406
43,236.60748291015625,0.4439699351787567
44,162.21408081054688,0.3639746904373169
45,96.9923324584961,0.2801227867603302
46,48.11573028564453,0.20569519698619843
47,24.010337829589844,0.1795625388622284
48,31.20442008972168,0.23277035355567932
49,66.4826889038086,0.32105591893196106
50,110.1792221069336,0.3961471915245056
51,136.98126220703125,0.43440189957618713
52,136.15554809570312,0.4331982731819153
53,113.46690368652344,0.4008193016052246
54,81.40322875976562,0.34876278042793274
55,51.81842041015625,0.28933092951774597
56,31.506134033203125,0.2337244749069214
57,22.70585823059082,0.1935076117515564
58,23.82938003540039,0.1764354705810547
59,31.112974166870117,0.17980675399303436
60,40.3729133605957,0.19248764216899872
61,48.180702209472656,0.20475706458091736
62,52.744903564453125,0.21210555732250214
63,53.78565216064453,0.21382439136505127
64,51.71525955200195,0.2105594426393509
65,47.22314453125,0.20339126884937286
66,41.190093994140625,0.19393935799598694
67,34.70132064819336,0.18440131843090057
68,28.813125610351562,0.1774231195449829
69,24.447406768798828,0.1754457801580429
70,22.175748825073242,0.1795065850019455
71,22.024818420410156,0.18866729736328125
72,23.498151779174805,0.2002822607755661
73,25.642017364501953,0.21126656234264374
74,27.493078231811523,0.21910320222377777
75,28.330005645751953,0.22236675024032593
76,27.89000701904297,0.2206849604845047
77,26.39206886291504,0.21465976536273956
78,24.357067108154297,0.20549921691417694
79,22.445470809936523,0.1949632614850998
80,21.29237937927246,0.1851390153169632
81,21.165294647216797,0.17780525982379913
82,21.826377868652344,0.17345544695854187
83,22.754318237304688,0.1715199500322342
84,23.289005279541016,0.17069219052791595
85,23.276962280273438,0.17023314535617828
86,22.657068252563477,0.17003516852855682
87,21.815166473388672,0.1703728437423706
88,21.035444259643555,0.17184510827064514
89,20.530685424804688,0.17415155470371246
90,20.308338165283203,0.17699557542800903
91,20.29790496826172,0.17949412763118744
92,20.304080963134766,0.18082331120967865
93,20.227203369140625,0.18051539361476898
94,20.041234970092773,0.17864549160003662
95,19.834558486938477,0.1758469045162201
96,19.751056671142578,0.17302080988883972
97,19.753084182739258,0.1709774285554886
98,19.685646057128906,0.16999270021915436
99,19.520740509033203,0.17009344696998596
100,19.315710067749023,0.1711910367012024
101,19.18256378173828,0.17281460762023926
102,19.120159149169922,0.17418551445007324
103,19.025936126708984,0.17435644567012787
104,18.835689544677734,0.17290303111076355
105,18.63644790649414,0.1702738106250763
106,18.483291625976562,0.16736461222171783
107,18.3256778717041,0.16500084102153778
108,18.137012481689453,0.1640906035900116
109,17.815757751464844,0.16449381411075592
110,17.566303253173828,0.1656046211719513
111,17.348054885864258,0.16571806371212006
112,16.999767303466797,0.1635080724954605
113,16.66746711730957,0.15940426290035248
114,16.450374603271484,0.15630510449409485
115,16.092164993286133,0.1554076075553894
116,15.770942687988281,0.1563355028629303
117,15.510151863098145,0.15696610510349274
118,15.131959915161133,0.15422315895557404
119,14.760364532470703,0.14896614849567413
120,14.46017074584961,0.14693808555603027
121,14.112418174743652,0.14868424832820892
122,13.756168365478516,0.1474948674440384
123,13.381002426147461,0.142316535115242
124,13.016347885131836,0.1397717446088791
125,12.617849349975586,0.13960552215576172
126,12.151883125305176,0.13609753549098969
127,11.736055374145508,0.1330963522195816
128,11.312292098999023,0.1316794455051422
129,10.807231903076172,0.12750673294067383
130,10.291413307189941,0.12465554475784302
131,9.781410217285156,0.12041795253753662
132,9.277519226074219,0.11757614463567734
133,8.723705291748047,0.11282028257846832
134,8.219978332519531,0.1108081266283989
135,7.816019058227539,0.10400810092687607
136,7.473339080810547,0.10746307671070099
137,7.721904754638672,0.09253554791212082
138,7.782231330871582,0.11304359138011932
139,6.1597723960876465,0.08961643278598785
140,6.722321510314941,0.08208392560482025
141,6.556170463562012,0.10142336040735245
