S0,K,q,T,sigma,r,Smax,M,N,t,input,output
50,50,0,1,0.2,0.035,250,100,1000,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 5.0, 7.5, 10.0, 12.5, 15.0, 17.5, 20.0, 22.5, 25.0, 27.5, 30.0, 32.5, 35.0, 37.5, 40.0, 42.5, 45.0, 47.5, 50.0, 52.5, 55.0, 57.5, 60.0, 62.5, 65.0, 67.5, 70.0, 72.5, 75.0, 77.5, 80.0, 82.5, 85.0, 87.5, 90.0, 92.5, 95.0, 97.5, 100.0, 102.5, 105.0, 107.5, 110.0, 112.5, 115.0, 117.5, 120.0, 122.5, 125.0, 127.5, 130.0, 132.5, 135.0, 137.5, 140.0, 142.5, 145.0, 147.5, 150.0, 152.5, 155.0, 157.5, 160.0, 162.5, 165.0, 167.5, 170.0, 172.5, 175.0, 177.5, 180.0, 182.5, 185.0, 187.5, 190.0, 192.5, 195.0, 197.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020875000000000005, 2.50175, 5.0017499999999995, 7.50175, 10.00175, 12.50175, 15.001750000000001, 17.50175, 20.001749999999998, 22.50175, 25.00175, 27.501749999999998, 30.00175, 32.50175, 35.00175, 37.501749999999994, 40.001749999999994, 42.501749999999994, 45.00175, 47.50175, 50.001749999999994, 52.50175, 55.00175, 57.50175, 60.00175, 62.50175, 65.00175, 67.50175, 70.00175, 72.50175, 75.00175000000002, 77.50175, 80.00175, 82.50175000000002, 85.00175, 87.50175, 90.00175, 92.50175, 95.00175000000002, 97.50175, 100.00175, 102.50174999999999, 105.00174999999999, 107.50175, 110.00175, 112.50175, 115.00175, 117.50174999999999, 120.00175, 122.50174999999999, 125.00175, 127.50174999999999, 130.00175000000002, 132.50175, 135.00175000000002, 137.50175, 140.00175, 142.50175, 145.00175, 147.50175, 150.00175000000002, 152.50175000000002, 155.00175, 157.50175, 160.00175, 162.50175, 165.00174999999996, 167.50175, 170.00175, 172.50175000000002, 175.00175, 177.50175, 180.00175000000002, 182.50175000000002, 185.00175000000002, 187.50175000000002, 190.00175000000002, 192.50175000000002, 195.00175000000002, 197.50174999999996]"
50,50,0,1,0.2,0.035,250,100,1000,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020875000000000005, 2.50175, 5.0017499999999995, 7.50175, 10.00175, 12.50175, 15.001750000000001, 17.50175, 20.001749999999998, 22.50175, 25.00175, 27.501749999999998, 30.00175, 32.50175, 35.00175, 37.501749999999994, 40.001749999999994, 42.501749999999994, 45.00175, 47.50175, 50.001749999999994, 52.50175, 55.00175, 57.50175, 60.00175, 62.50175, 65.00175, 67.50175, 70.00175, 72.50175, 75.00175000000002, 77.50175, 80.00175, 82.50175000000002, 85.00175, 87.50175, 90.00175, 92.50175, 95.00175000000002, 97.50175, 100.00175, 102.50174999999999, 105.00174999999999, 107.50175, 110.00175, 112.50175, 115.00175, 117.50174999999999, 120.00175, 122.50174999999999, 125.00175, 127.50174999999999, 130.00175000000002, 132.50175, 135.00175000000002, 137.50175, 140.00175, 142.50175, 145.00175, 147.50175, 150.00175000000002, 152.50175000000002, 155.00175, 157.50175, 160.00175, 162.50175, 165.00174999999996, 167.50175, 170.00175, 172.50175000000002, 175.00175, 177.50175, 180.00175000000002, 182.50175000000002, 185.00175000000002, 187.50175000000002, 190.00175000000002, 192.50175000000002, 195.00175000000002, 197.50174999999996]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00015765843750000007, 0.041429881875000005, 2.5036615928124997, 5.003499938749999, 7.50349993875, 10.00349993875, 12.50349993875, 15.003499938750002, 17.50349993875, 20.00349993875, 22.50349993875, 25.00349993875, 27.50349993875, 30.003499938750004, 32.50349993875, 35.00349993875, 37.50349993875, 40.00349993875, 42.50349993874999, 45.00349993875, 47.50349993875, 50.00349993875, 52.503499938750004, 55.003499938750004, 57.50349993875, 60.00349993875001, 62.503499938750004, 65.00349993875, 67.50349993875, 70.00349993875, 72.50349993875001, 75.00349993875001, 77.50349993875, 80.00349993875001, 82.50349993875001, 85.00349993875001, 87.50349993875, 90.00349993875, 92.50349993875, 95.00349993875001, 97.50349993875, 100.00349993875, 102.50349993874998, 105.00349993874998, 107.50349993875, 110.00349993875, 112.50349993875, 115.00349993875, 117.50349993874998, 120.00349993875, 122.50349993875, 125.00349993875, 127.50349993875, 130.00349993875002, 132.50349993875, 135.00349993875002, 137.50349993875, 140.00349993875, 142.50349993875, 145.00349993875, 147.50349993875, 150.00349993875002, 152.50349993875002, 155.00349993874997, 157.50349993875, 160.00349993875, 162.50349993874997, 165.00349993874994, 167.50349993874997, 170.00349993875, 172.50349993875002, 175.00349993875, 177.50349993874997, 180.00349993875002, 182.50349993875002, 185.00349993875, 187.50349993875, 190.00349993875002, 192.50349993875002, 195.00349993875, 196.14283088756986]"
50,50,0,1,0.2,0.035,250,100,1000,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00015765843750000007, 0.041429881875000005, 2.5036615928124997, 5.003499938749999, 7.50349993875, 10.00349993875, 12.50349993875, 15.003499938750002, 17.50349993875, 20.00349993875, 22.50349993875, 25.00349993875, 27.50349993875, 30.003499938750004, 32.50349993875, 35.00349993875, 37.50349993875, 40.00349993875, 42.50349993874999, 45.00349993875, 47.50349993875, 50.00349993875, 52.503499938750004, 55.003499938750004, 57.50349993875, 60.00349993875001, 62.503499938750004, 65.00349993875, 67.50349993875, 70.00349993875, 72.50349993875001, 75.00349993875001, 77.50349993875, 80.00349993875001, 82.50349993875001, 85.00349993875001, 87.50349993875, 90.00349993875, 92.50349993875, 95.00349993875001, 97.50349993875, 100.00349993875, 102.50349993874998, 105.00349993874998, 107.50349993875, 110.00349993875, 112.50349993875, 115.00349993875, 117.50349993874998, 120.00349993875, 122.50349993875, 125.00349993875, 127.50349993875, 130.00349993875002, 132.50349993875, 135.00349993875002, 137.50349993875, 140.00349993875, 142.50349993875, 145.00349993875, 147.50349993875, 150.00349993875002, 152.50349993875002, 155.00349993874997, 157.50349993875, 160.00349993875, 162.50349993874997, 165.00349993874994, 167.50349993874997, 170.00349993875, 172.50349993875002, 175.00349993875, 177.50349993874997, 180.00349993875002, 182.50349993875002, 185.00349993875, 187.50349993875, 190.00349993875002, 192.50349993875002, 195.00349993875, 196.14283088756986]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0712890828125007e-06, 0.0004682755144781251, 0.06167233410616563, 2.505729215923353, 5.005251318826654, 7.505249816252144, 10.005249816252144, 12.505249816252144, 15.005249816252146, 17.505249816252142, 20.005249816252142, 22.505249816252146, 25.005249816252142, 27.505249816252142, 30.00524981625215, 32.50524981625214, 35.005249816252146, 37.50524981625214, 40.00524981625214, 42.50524981625213, 45.00524981625214, 47.50524981625214, 50.00524981625214, 52.505249816252146, 55.00524981625215, 57.50524981625214, 60.00524981625216, 62.505249816252146, 65.00524981625215, 67.50524981625215, 70.00524981625213, 72.50524981625216, 75.00524981625216, 77.50524981625213, 80.00524981625216, 82.50524981625215, 85.00524981625216, 87.50524981625215, 90.00524981625215, 92.50524981625213, 95.00524981625215, 97.50524981625213, 100.00524981625213, 102.50524981625212, 105.00524981625213, 107.50524981625213, 110.00524981625213, 112.50524981625213, 115.00524981625215, 117.50524981625212, 120.00524981625213, 122.50524981625213, 125.00524981625215, 127.50524981625215, 130.00524981625216, 132.50524981625216, 135.00524981625216, 137.50524981625213, 140.00524981625216, 142.50524981625216, 145.00524981625213, 147.50524981625213, 150.00524981625216, 152.50524981625216, 155.0052498162521, 157.50524981625213, 160.00524981625213, 162.5052498162521, 165.00524981625207, 167.50524981625207, 170.00524981625216, 172.50524981625216, 175.00524981625216, 177.50524981625213, 180.00524981625213, 182.5052498162522, 185.00524981625213, 187.50524981625216, 190.00524981625216, 192.50524981625216, 194.7415589574787, 195.31838665695795]"
50,50,0,1,0.2,0.035,250,100,1000,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0712890828125007e-06, 0.0004682755144781251, 0.06167233410616563, 2.505729215923353, 5.005251318826654, 7.505249816252144, 10.005249816252144, 12.505249816252144, 15.005249816252146, 17.505249816252142, 20.005249816252142, 22.505249816252146, 25.005249816252142, 27.505249816252142, 30.00524981625215, 32.50524981625214, 35.005249816252146, 37.50524981625214, 40.00524981625214, 42.50524981625213, 45.00524981625214, 47.50524981625214, 50.00524981625214, 52.505249816252146, 55.00524981625215, 57.50524981625214, 60.00524981625216, 62.505249816252146, 65.00524981625215, 67.50524981625215, 70.00524981625213, 72.50524981625216, 75.00524981625216, 77.50524981625213, 80.00524981625216, 82.50524981625215, 85.00524981625216, 87.50524981625215, 90.00524981625215, 92.50524981625213, 95.00524981625215, 97.50524981625213, 100.00524981625213, 102.50524981625212, 105.00524981625213, 107.50524981625213, 110.00524981625213, 112.50524981625213, 115.00524981625215, 117.50524981625212, 120.00524981625213, 122.50524981625213, 125.00524981625215, 127.50524981625215, 130.00524981625216, 132.50524981625216, 135.00524981625216, 137.50524981625213, 140.00524981625216, 142.50524981625216, 145.00524981625213, 147.50524981625213, 150.00524981625216, 152.50524981625216, 155.0052498162521, 157.50524981625213, 160.00524981625213, 162.5052498162521, 165.00524981625207, 167.50524981625207, 170.00524981625216, 172.50524981625216, 175.00524981625216, 177.50524981625213, 180.00524981625213, 182.5052498162522, 185.00524981625213, 187.50524981625216, 190.00524981625216, 192.50524981625216, 194.7415589574787, 195.31838665695795]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.510759400792974e-09, 4.239299802060213e-06, 0.0009272849082464282, 0.08160983948941902, 2.5079474839276603, 5.007005561960597, 7.5069996478010275, 10.006999632508574, 12.506999632508576, 15.006999632508577, 17.506999632508574, 20.006999632508574, 22.506999632508574, 25.006999632508574, 27.506999632508574, 30.00699963250858, 32.50699963250857, 35.00699963250858, 37.50699963250857, 40.006999632508574, 42.50699963250856, 45.00699963250857, 47.50699963250857, 50.00699963250857, 52.50699963250858, 55.00699963250858, 57.506999632508574, 60.006999632508595, 62.50699963250858, 65.00699963250858, 67.50699963250857, 70.00699963250855, 72.5069996325086, 75.0069996325086, 77.50699963250857, 80.00699963250858, 82.50699963250858, 85.0069996325086, 87.50699963250858, 90.00699963250858, 92.50699963250857, 95.00699963250858, 97.50699963250857, 100.00699963250857, 102.50699963250854, 105.00699963250855, 107.50699963250855, 110.00699963250857, 112.50699963250857, 115.00699963250858, 117.50699963250855, 120.00699963250857, 122.50699963250855, 125.00699963250857, 127.50699963250858, 130.0069996325086, 132.50699963250858, 135.00699963250858, 137.50699963250858, 140.0069996325086, 142.5069996325086, 145.00699963250855, 147.50699963250858, 150.00699963250858, 152.50699963250858, 155.00699963250852, 157.50699963250858, 160.00699963250855, 162.50699963250852, 165.0069996325085, 167.5069996325085, 170.00699963250858, 172.50699963250858, 175.0069996325086, 177.50699963250855, 180.00699963250858, 182.5069996325086, 185.00699963250858, 187.5069996325086, 190.00699963250858, 192.45693067147184, 194.42081433726617, 194.76763126603637]"
50,50,0,1,0.2,0.035,250,100,1000,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.510759400792974e-09, 4.239299802060213e-06, 0.0009272849082464282, 0.08160983948941902, 2.5079474839276603, 5.007005561960597, 7.5069996478010275, 10.006999632508574, 12.506999632508576, 15.006999632508577, 17.506999632508574, 20.006999632508574, 22.506999632508574, 25.006999632508574, 27.506999632508574, 30.00699963250858, 32.50699963250857, 35.00699963250858, 37.50699963250857, 40.006999632508574, 42.50699963250856, 45.00699963250857, 47.50699963250857, 50.00699963250857, 52.50699963250858, 55.00699963250858, 57.506999632508574, 60.006999632508595, 62.50699963250858, 65.00699963250858, 67.50699963250857, 70.00699963250855, 72.5069996325086, 75.0069996325086, 77.50699963250857, 80.00699963250858, 82.50699963250858, 85.0069996325086, 87.50699963250858, 90.00699963250858, 92.50699963250857, 95.00699963250858, 97.50699963250857, 100.00699963250857, 102.50699963250854, 105.00699963250855, 107.50699963250855, 110.00699963250857, 112.50699963250857, 115.00699963250858, 117.50699963250855, 120.00699963250857, 122.50699963250855, 125.00699963250857, 127.50699963250858, 130.0069996325086, 132.50699963250858, 135.00699963250858, 137.50699963250858, 140.0069996325086, 142.5069996325086, 145.00699963250855, 147.50699963250858, 150.00699963250858, 152.50699963250858, 155.00699963250852, 157.50699963250858, 160.00699963250855, 162.50699963250852, 165.0069996325085, 167.5069996325085, 170.00699963250858, 172.50699963250858, 175.0069996325086, 177.50699963250855, 180.00699963250858, 182.5069996325086, 185.00699963250858, 187.5069996325086, 190.00699963250858, 192.45693067147184, 194.42081433726617, 194.76763126603637]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.515810076428207e-11, 3.219961169256173e-08, 1.0485151191498627e-05, 0.0015302499701207852, 0.10124968093355025, 2.510311182918036, 5.008764012404596, 7.508749462836764, 10.008749387691184, 12.508749387521435, 15.008749387521439, 17.508749387521437, 20.008749387521434, 22.50874938752144, 25.008749387521434, 27.508749387521437, 30.00874938752144, 32.50874938752143, 35.00874938752145, 37.508749387521426, 40.00874938752143, 42.50874938752142, 45.008749387521426, 47.50874938752143, 50.008749387521426, 52.50874938752145, 55.00874938752145, 57.50874938752143, 60.00874938752146, 62.50874938752145, 65.00874938752143, 67.50874938752143, 70.00874938752142, 72.50874938752145, 75.00874938752146, 77.50874938752143, 80.00874938752145, 82.50874938752145, 85.00874938752145, 87.50874938752145, 90.00874938752143, 92.50874938752142, 95.00874938752143, 97.50874938752142, 100.00874938752142, 102.5087493875214, 105.00874938752142, 107.50874938752142, 110.00874938752143, 112.50874938752143, 115.00874938752143, 117.50874938752142, 120.00874938752143, 122.50874938752142, 125.00874938752142, 127.50874938752145, 130.00874938752148, 132.50874938752145, 135.00874938752145, 137.50874938752145, 140.00874938752148, 142.50874938752148, 145.00874938752142, 147.50874938752142, 150.00874938752145, 152.50874938752145, 155.0087493875214, 157.50874938752145, 160.00874938752142, 162.5087493875214, 165.00874938752136, 167.50874938752136, 170.00874938752145, 172.50874938752145, 175.00874938752145, 177.50874938752142, 180.00874938752145, 182.5087493875215, 185.00874938752145, 187.50874938752145, 189.99943656076863, 192.36622273467674, 194.10736628143644, 194.371833397769]"
50,50,0,1,0.2,0.035,250,100,1000,5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.515810076428207e-11, 3.219961169256173e-08, 1.0485151191498627e-05, 0.0015302499701207852, 0.10124968093355025, 2.510311182918036, 5.008764012404596, 7.508749462836764, 10.008749387691184, 12.508749387521435, 15.008749387521439, 17.508749387521437, 20.008749387521434, 22.50874938752144, 25.008749387521434, 27.508749387521437, 30.00874938752144, 32.50874938752143, 35.00874938752145, 37.508749387521426, 40.00874938752143, 42.50874938752142, 45.008749387521426, 47.50874938752143, 50.008749387521426, 52.50874938752145, 55.00874938752145, 57.50874938752143, 60.00874938752146, 62.50874938752145, 65.00874938752143, 67.50874938752143, 70.00874938752142, 72.50874938752145, 75.00874938752146, 77.50874938752143, 80.00874938752145, 82.50874938752145, 85.00874938752145, 87.50874938752145, 90.00874938752143, 92.50874938752142, 95.00874938752143, 97.50874938752142, 100.00874938752142, 102.5087493875214, 105.00874938752142, 107.50874938752142, 110.00874938752143, 112.50874938752143, 115.00874938752143, 117.50874938752142, 120.00874938752143, 122.50874938752142, 125.00874938752142, 127.50874938752145, 130.00874938752148, 132.50874938752145, 135.00874938752145, 137.50874938752145, 140.00874938752148, 142.50874938752148, 145.00874938752142, 147.50874938752142, 150.00874938752145, 152.50874938752145, 155.0087493875214, 157.50874938752145, 160.00874938752142, 162.5087493875214, 165.00874938752136, 167.50874938752136, 170.00874938752145, 172.50874938752145, 175.00874938752145, 177.50874938752142, 180.00874938752145, 182.5087493875215, 185.00874938752145, 187.50874938752145, 189.99943656076863, 192.36622273467674, 194.10736628143644, 194.371833397769]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6744045488989339e-13, 2.0867475441876244e-10, 9.554995631560684e-08, 2.0747143709341925e-05, 0.0022728600335327567, 0.1205989470894178, 2.512815265052018, 5.010527940172683, 7.510499303858506, 10.010499082294704, 12.510499081294919, 15.010499081292876, 17.510499081292878, 20.01049908129287, 22.510499081292874, 25.010499081292867, 27.510499081292874, 30.010499081292878, 32.51049908129287, 35.010499081292885, 37.51049908129286, 40.01049908129287, 42.510499081292856, 45.01049908129286, 47.51049908129288, 50.01049908129286, 52.510499081292885, 55.01049908129289, 57.51049908129287, 60.0104990812929, 62.510499081292885, 65.01049908129286, 67.51049908129288, 70.01049908129286, 72.51049908129289, 75.01049908129289, 77.51049908129286, 80.01049908129288, 82.51049908129289, 85.01049908129289, 87.51049908129289, 90.01049908129286, 92.51049908129285, 95.01049908129288, 97.51049908129286, 100.01049908129285, 102.51049908129283, 105.01049908129286, 107.51049908129286, 110.01049908129288, 112.51049908129288, 115.01049908129286, 117.51049908129285, 120.01049908129286, 122.51049908129286, 125.01049908129285, 127.51049908129288, 130.01049908129292, 132.5104990812929, 135.0104990812929, 137.5104990812929, 140.01049908129292, 142.51049908129292, 145.01049908129286, 147.51049908129286, 150.0104990812929, 152.5104990812929, 155.01049908129283, 157.51049908129286, 160.01049908129283, 162.5104990812928, 165.01049908129278, 167.5104990812928, 170.01049908129286, 172.5104990812929, 175.01049908129286, 177.51049908129286, 180.0104990812929, 182.51049908129295, 185.0104990812929, 187.50880263348952, 189.97810970351404, 192.2487296980051, 193.82037213714733, 194.07165575950157]"
50,50,0,1,0.2,0.035,250,100,1000,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6744045488989339e-13, 2.0867475441876244e-10, 9.554995631560684e-08, 2.0747143709341925e-05, 0.0022728600335327567, 0.1205989470894178, 2.512815265052018, 5.010527940172683, 7.510499303858506, 10.010499082294704, 12.510499081294919, 15.010499081292876, 17.510499081292878, 20.01049908129287, 22.510499081292874, 25.010499081292867, 27.510499081292874, 30.010499081292878, 32.51049908129287, 35.010499081292885, 37.51049908129286, 40.01049908129287, 42.510499081292856, 45.01049908129286, 47.51049908129288, 50.01049908129286, 52.510499081292885, 55.01049908129289, 57.51049908129287, 60.0104990812929, 62.510499081292885, 65.01049908129286, 67.51049908129288, 70.01049908129286, 72.51049908129289, 75.01049908129289, 77.51049908129286, 80.01049908129288, 82.51049908129289, 85.01049908129289, 87.51049908129289, 90.01049908129286, 92.51049908129285, 95.01049908129288, 97.51049908129286, 100.01049908129285, 102.51049908129283, 105.01049908129286, 107.51049908129286, 110.01049908129288, 112.51049908129288, 115.01049908129286, 117.51049908129285, 120.01049908129286, 122.51049908129286, 125.01049908129285, 127.51049908129288, 130.01049908129292, 132.5104990812929, 135.0104990812929, 137.5104990812929, 140.01049908129292, 142.51049908129292, 145.01049908129286, 147.51049908129286, 150.0104990812929, 152.5104990812929, 155.01049908129283, 157.51049908129286, 160.01049908129283, 162.5104990812928, 165.01049908129278, 167.5104990812928, 170.01049908129286, 172.5104990812929, 175.01049908129286, 177.51049908129286, 180.0104990812929, 182.51049908129295, 185.0104990812929, 187.50880263348952, 189.97810970351404, 192.2487296980051, 193.82037213714733, 194.07165575950157]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.973894946164061e-16, 1.1597411482993196e-12, 7.225011958331884e-10, 2.2053396452499405e-07, 3.59222075701748e-05, 0.003150926828392496, 0.13966453781527988, 2.5154548432928334, 5.012298544155028, 7.5122492253956334, 10.012248717274245, 12.512248713839107, 15.012248713825057, 17.51224871382503, 20.012248713825024, 22.51224871382503, 25.01224871382502, 27.51224871382503, 30.01224871382503, 32.512248713825024, 35.012248713825045, 37.51224871382502, 40.012248713825024, 42.51224871382502, 45.01224871382502, 47.51224871382503, 50.01224871382502, 52.51224871382504, 55.01224871382505, 57.512248713825024, 60.01224871382505, 62.512248713825045, 65.01224871382502, 67.51224871382503, 70.01224871382503, 72.51224871382504, 75.01224871382506, 77.51224871382502, 80.01224871382503, 82.51224871382504, 85.01224871382504, 87.51224871382504, 90.01224871382502, 92.512248713825, 95.01224871382503, 97.51224871382502, 100.012248713825, 102.51224871382497, 105.01224871382502, 107.51224871382502, 110.01224871382504, 112.51224871382503, 115.01224871382502, 117.512248713825, 120.01224871382503, 122.51224871382502, 125.012248713825, 127.51224871382504, 130.01224871382507, 132.51224871382504, 135.01224871382504, 137.51224871382504, 140.01224871382507, 142.51224871382507, 145.01224871382502, 147.512248713825, 150.01224871382504, 152.51224871382504, 155.012248713825, 157.512248713825, 160.012248713825, 162.51224871382493, 165.01224871382493, 167.51224871382496, 170.01224871382502, 172.51224871382504, 175.01224871382504, 177.51224871382502, 180.01224871382504, 182.5122487138251, 185.0119461269126, 187.50526461302474, 189.94280154538046, 192.1169896365812, 193.56310022078938, 193.83474776068482]"
50,50,0,1,0.2,0.035,250,100,1000,7,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.973894946164061e-16, 1.1597411482993196e-12, 7.225011958331884e-10, 2.2053396452499405e-07, 3.59222075701748e-05, 0.003150926828392496, 0.13966453781527988, 2.5154548432928334, 5.012298544155028, 7.5122492253956334, 10.012248717274245, 12.512248713839107, 15.012248713825057, 17.51224871382503, 20.012248713825024, 22.51224871382503, 25.01224871382502, 27.51224871382503, 30.01224871382503, 32.512248713825024, 35.012248713825045, 37.51224871382502, 40.012248713825024, 42.51224871382502, 45.01224871382502, 47.51224871382503, 50.01224871382502, 52.51224871382504, 55.01224871382505, 57.512248713825024, 60.01224871382505, 62.512248713825045, 65.01224871382502, 67.51224871382503, 70.01224871382503, 72.51224871382504, 75.01224871382506, 77.51224871382502, 80.01224871382503, 82.51224871382504, 85.01224871382504, 87.51224871382504, 90.01224871382502, 92.512248713825, 95.01224871382503, 97.51224871382502, 100.012248713825, 102.51224871382497, 105.01224871382502, 107.51224871382502, 110.01224871382504, 112.51224871382503, 115.01224871382502, 117.512248713825, 120.01224871382503, 122.51224871382502, 125.012248713825, 127.51224871382504, 130.01224871382507, 132.51224871382504, 135.01224871382504, 137.51224871382504, 140.01224871382507, 142.51224871382507, 145.01224871382502, 147.512248713825, 150.01224871382504, 152.51224871382504, 155.012248713825, 157.512248713825, 160.012248713825, 162.51224871382493, 165.01224871382493, 167.51224871382496, 170.01224871382502, 172.51224871382504, 175.01224871382504, 177.51224871382502, 180.01224871382504, 182.5122487138251, 185.0119461269126, 187.50526461302474, 189.94280154538046, 192.1169896365812, 193.56310022078938, 193.83474776068482]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5158326018286856e-18, 5.522219435012969e-15, 4.590177787367979e-12, 1.9059665176281282e-09, 4.3629805082687026e-07, 5.686730587361869e-05, 0.0041603809986060555, 0.1584531694831442, 2.518225186317941, 5.014076955113155, 7.513999293033976, 10.013998294168273, 12.513998285175376, 15.013998285120257, 17.51399828512005, 20.01399828512004, 22.51399828512005, 25.013998285120035, 27.51399828512005, 30.013998285120046, 32.51399828512004, 35.01399828512006, 37.51399828512003, 40.01399828512004, 42.51399828512003, 45.01399828512003, 47.513998285120046, 50.01399828512003, 52.51399828512006, 55.01399828512007, 57.513998285120046, 60.01399828512007, 62.51399828512006, 65.01399828512002, 67.51399828512005, 70.01399828512005, 72.51399828512007, 75.01399828512007, 77.51399828512002, 80.01399828512004, 82.51399828512007, 85.01399828512007, 87.51399828512007, 90.01399828512004, 92.51399828512001, 95.01399828512005, 97.51399828512004, 100.01399828512001, 102.51399828512, 105.01399828512002, 107.51399828512004, 110.01399828512005, 112.51399828512005, 115.01399828512002, 117.51399828512001, 120.01399828512005, 122.51399828512002, 125.01399828512001, 127.51399828512005, 130.0139982851201, 132.51399828512007, 135.01399828512007, 137.51399828512007, 140.0139982851201, 142.51399828512007, 145.01399828512004, 147.51399828512, 150.01399828512007, 152.51399828512007, 155.01399828512, 157.51399828512, 160.01399828511998, 162.51399828511992, 165.01399828511992, 167.51399828511998, 170.01399828512004, 172.51399828512007, 175.01399828512007, 177.51399828512004, 180.01399828512004, 182.5139454511758, 185.01255693597722, 187.49683090544343, 189.89536078696426, 191.97940137367956, 193.3336806059129, 193.64207766158142]"
