MSE_Loss,PDE_Loss,BC_Loss,Data_Loss
1100.7420654296875,1.3724546761295642e-06,675.6829223632812,425.0591125488281
1100.6768798828125,1.3579154938270221e-06,675.6448974609375,425.031982421875
1100.61328125,1.343054577773728e-06,675.6083984375,425.0048828125
1100.5499267578125,1.330231384599756e-06,675.5720825195312,424.97784423828125
1100.48681640625,1.3242795375845162e-06,675.5357666015625,424.9510192871094
1100.423828125,1.3219296306488104e-06,675.4993286132812,424.9244689941406
1100.361083984375,1.3244932688394329e-06,675.4628295898438,424.8982238769531
1100.2987060546875,1.326692768088833e-06,675.4262084960938,424.8724670410156
1100.2371826171875,1.322187472396763e-06,675.3900756835938,424.8470764160156
1100.1767578125,1.3043995750194881e-06,675.3550415039062,424.82177734375
1100.11669921875,1.283413325836591e-06,675.3202514648438,424.7964782714844
1100.056396484375,1.262415935343597e-06,675.2853393554688,424.77105712890625
1099.9959716796875,1.2411314855853561e-06,675.2503662109375,424.7455749511719
1099.9359130859375,1.2173844652352273e-06,675.2158203125,424.7200622558594
1099.8753662109375,1.1932031611650018e-06,675.1810913085938,424.6943054199219
1099.814453125,1.170010705209279e-06,675.1460571289062,424.66839599609375
1099.753173828125,1.1463619102869416e-06,675.11083984375,424.6423034667969
1099.6912841796875,1.123176275541482e-06,675.0752563476562,424.6160583496094
1099.629150390625,1.0997168828907888e-06,675.0394897460938,424.58966064453125
1099.566650390625,1.0758296866697492e-06,675.0036010742188,424.5630798339844
1099.504150390625,1.0541413075770834e-06,674.9677124023438,424.536376953125
1099.4412841796875,1.0329347333026817e-06,674.931640625,424.5096740722656
1099.378173828125,1.0118737918674015e-06,674.8953857421875,424.4827880859375
1099.314697265625,9.91719161902438e-07,674.85888671875,424.4558410644531
1099.25146484375,9.710350923342048e-07,674.8226318359375,424.4288330078125
1099.188720703125,9.4951332130222e-07,674.7868041992188,424.40191650390625
1099.126708984375,9.282230166718364e-07,674.751708984375,424.37506103515625
1099.0672607421875,9.009230552692316e-07,674.718994140625,424.3482971191406
1099.010009765625,8.696559348209121e-07,674.6881103515625,424.32183837890625
1098.9525146484375,8.41373093862785e-07,674.6569213867188,424.2955627441406
1098.89501953125,8.135858706737054e-07,674.6255493164062,424.26947021484375
1098.837646484375,7.88092393122497e-07,674.5941772460938,424.2434997558594
